ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-12T16:33:06.742434+00:00Z,2848481280,2716.5234375,100.2,18.7,51802.83203125
2026-06-12T16:33:07.763985+00:00Z,2914668544,2779.64453125,99.9,18.8,51733.42578125
2026-06-12T16:33:08.785279+00:00Z,2995462144,2856.6953125,99.9,19.0,51633.19140625
2026-06-12T16:33:09.794627+00:00Z,3074871296,2932.42578125,100.6,19.0,51640.94140625
2026-06-12T16:33:10.800869+00:00Z,3154427904,3008.296875,99.4,19.1,51559.76171875
2026-06-12T16:33:11.816909+00:00Z,3234656256,3084.80859375,99.4,19.2,51492.16796875
2026-06-12T16:33:12.873693+00:00Z,3321028608,3167.1796875,100.3,19.4,51398.91796875
2026-06-12T16:33:13.937931+00:00Z,3402366976,3244.75,100.6,19.5,51297.61328125
2026-06-12T16:33:14.954570+00:00Z,3480543232,3319.3046875,99.8,19.6,51231.70703125
2026-06-12T16:33:15.981021+00:00Z,3560738816,3395.78515625,100.9,19.8,51154.96875
2026-06-12T16:33:16.986375+00:00Z,3640905728,3472.23828125,99.4,19.9,51089.984375
2026-06-12T16:33:17.993455+00:00Z,3717853184,3545.62109375,100.9,20.0,51020.52734375
2026-06-12T16:33:19.032587+00:00Z,3798507520,3622.5390625,98.6,20.1,50956.9375
2026-06-12T16:33:20.039522+00:00Z,3875692544,3696.1484375,100.8,20.1,50945.80078125
2026-06-12T16:33:21.050470+00:00Z,3955249152,3772.01953125,99.4,20.2,50863.41015625
2026-06-12T16:33:22.080127+00:00Z,4035969024,3849.0,100.5,20.3,50786.0703125
2026-06-12T16:33:23.114938+00:00Z,4116058112,3925.37890625,101.5,20.5,50697.9296875
2026-06-12T16:33:24.153396+00:00Z,4194734080,4000.41015625,97.7,20.6,50608.015625
2026-06-12T16:33:25.164320+00:00Z,4271939584,4074.0390625,100.9,20.7,50565.32421875
2026-06-12T16:33:26.170134+00:00Z,4348051456,4146.625,99.9,20.8,50481.23828125
2026-06-12T16:33:27.211715+00:00Z,4426207232,4221.16015625,99.4,20.9,50420.109375
2026-06-12T16:33:28.218682+00:00Z,4502310912,4293.73828125,101.2,21.0,50337.984375
2026-06-12T16:33:29.267163+00:00Z,4581474304,4369.234375,99.4,21.2,50249.71484375
2026-06-12T16:33:30.282250+00:00Z,4658798592,4442.9765625,99.8,21.3,50194.09375
2026-06-12T16:33:33.343609+00:00Z,4712321024,4494.01953125,100.1,21.3,50143.890625
2026-06-12T16:33:34.360014+00:00Z,4780466176,4559.0078125,101.3,21.5,50062.17578125
2026-06-12T16:33:35.387676+00:00Z,4853710848,4628.859375,99.3,21.6,49983.234375
2026-06-12T16:33:36.394528+00:00Z,4930940928,4702.51171875,100.3,21.7,49922.6796875
2026-06-12T16:33:37.440065+00:00Z,5008465920,4776.4453125,100.3,21.8,49852.1015625
2026-06-12T16:33:38.449024+00:00Z,5080862720,4845.48828125,99.3,21.9,49771.07421875
2026-06-12T16:33:39.454903+00:00Z,5151105024,4912.4765625,100.4,22.0,49695.48046875
2026-06-12T16:33:40.468877+00:00Z,5220577280,4978.73046875,100.6,22.1,49642.29296875
2026-06-12T16:33:41.500818+00:00Z,5292486656,5047.30859375,99.3,22.2,49582.29296875
2026-06-12T16:33:42.511820+00:00Z,5366095872,5117.5078125,100.4,22.4,49487.9765625
2026-06-12T16:33:43.540312+00:00Z,5439709184,5187.7109375,99.2,22.5,49425.79296875
2026-06-12T16:33:44.546681+00:00Z,5511856128,5256.515625,101.8,22.6,49328.91796875
2026-06-12T16:33:45.604906+00:00Z,5587836928,5328.9765625,99.2,22.7,49269.4453125
2026-06-12T16:33:46.656250+00:00Z,5663133696,5400.78515625,99.4,22.8,49198.22265625
2026-06-12T16:33:47.672121+00:00Z,5732069376,5466.52734375,99.4,22.9,49127.10546875
2026-06-12T16:33:48.679124+00:00Z,5805117440,5536.19140625,100.8,23.1,49052.46484375
2026-06-12T16:33:49.692569+00:00Z,5876056064,5603.84375,100.2,23.2,48946.03515625
2026-06-12T16:33:50.713798+00:00Z,5946830848,5671.33984375,99.6,23.3,48866.01953125
2026-06-12T16:33:51.725553+00:00Z,6015971328,5737.27734375,100.1,23.4,48810.7578125
2026-06-12T16:33:52.747078+00:00Z,6086561792,5804.59765625,99.9,23.5,48754.16015625
2026-06-12T16:33:53.763089+00:00Z,6155497472,5870.33984375,99.9,23.6,48682.06640625
2026-06-12T16:33:54.770046+00:00Z,6225666048,5937.2578125,99.7,23.8,48596.98046875
2026-06-12T16:33:55.779352+00:00Z,6294704128,6003.09765625,100.6,23.9,48501.625
2026-06-12T16:33:56.797517+00:00Z,6363725824,6068.921875,99.5,24.0,48435.92578125
2026-06-12T16:33:57.806691+00:00Z,6432755712,6134.75390625,100.1,24.1,48372.75
2026-06-12T16:33:58.821249+00:00Z,6498426880,6197.3828125,100.7,24.2,48301.8359375
2026-06-12T16:33:59.827147+00:00Z,6563037184,6259.0,99.4,24.4,48222.25390625
2026-06-12T16:34:00.845780+00:00Z,6630121472,6322.9765625,100.1,24.4,48183.234375
2026-06-12T16:34:01.864140+00:00Z,6697631744,6387.359375,100.6,24.5,48115.484375
2026-06-12T16:34:02.893731+00:00Z,6763839488,6450.5,99.5,24.6,48072.98046875
2026-06-12T16:34:03.912715+00:00Z,6826467328,6510.2265625,101.1,24.7,48012.234375
2026-06-12T16:34:04.944392+00:00Z,6890971136,6571.7421875,99.8,24.8,47922.05078125
2026-06-12T16:34:05.952346+00:00Z,6952325120,6630.25390625,99.1,24.7,47972.3828125
2026-06-12T16:34:09.652334+00:00Z,6970556416,6647.640625,100.3,24.8,47950.17578125
2026-06-12T16:34:10.678866+00:00Z,7026593792,6701.08203125,100.3,24.9,47898.16015625
2026-06-12T16:34:11.679877+00:00Z,7083044864,6754.91796875,98.9,24.9,47860.28515625
2026-06-12T16:34:12.681923+00:00Z,7144738816,6813.75390625,100.8,25.0,47816.640625
2026-06-12T16:34:13.689122+00:00Z,7204667392,6870.90625,99.6,25.1,47754.10546875
2026-06-12T16:34:14.697819+00:00Z,7262609408,6926.1640625,99.8,25.2,47667.29296875
2026-06-12T16:34:15.699275+00:00Z,7323041792,6983.796875,100.8,25.3,47634.9375
2026-06-12T16:34:16.705517+00:00Z,7384375296,7042.2890625,100.2,25.4,47588.26171875
2026-06-12T16:34:17.713864+00:00Z,7444951040,7100.05859375,99.3,25.4,47539.04296875
2026-06-12T16:34:18.717155+00:00Z,7504056320,7156.42578125,100.6,25.5,47483.9296875
2026-06-12T16:34:19.725225+00:00Z,7562747904,7212.3984375,99.2,25.6,47402.60546875
2026-06-12T16:34:20.748563+00:00Z,7619510272,7266.53125,100.6,25.7,47359.1640625
2026-06-12T16:34:21.756167+00:00Z,7676432384,7320.81640625,99.9,25.8,47332.00390625
2026-06-12T16:34:22.767274+00:00Z,7731699712,7373.5234375,99.7,25.8,47272.43359375
2026-06-12T16:34:23.792390+00:00Z,7788269568,7427.47265625,100.0,25.8,47328.1875
2026-06-12T16:34:24.793884+00:00Z,7842271232,7478.97265625,99.9,25.9,47251.07421875
2026-06-12T16:34:25.798095+00:00Z,7897292800,7531.4453125,100.5,25.9,47218.46484375
2026-06-12T16:34:26.806078+00:00Z,7951937536,7583.55859375,99.9,26.0,47171.04296875
2026-06-12T16:34:27.819259+00:00Z,8005709824,7634.83984375,100.0,26.1,47123.4921875
2026-06-12T16:34:28.831298+00:00Z,8054714368,7681.57421875,99.9,26.1,47092.71484375
2026-06-12T16:34:29.838034+00:00Z,8106864640,7731.30859375,100.3,26.2,47017.72265625
2026-06-12T16:34:30.859189+00:00Z,8160600064,7782.5546875,99.9,26.3,46990.8515625
2026-06-12T16:34:31.870145+00:00Z,8210911232,7830.53515625,99.7,26.3,46954.01171875
2026-06-12T16:34:32.880853+00:00Z,8260890624,7878.19921875,99.8,26.4,46887.91796875
2026-06-12T16:34:33.893153+00:00Z,8314515456,7929.33984375,101.0,26.5,46858.6484375
2026-06-12T16:34:34.903908+00:00Z,8364007424,7976.5390625,99.9,26.6,46794.30078125
2026-06-12T16:34:35.913496+00:00Z,8414879744,8025.0546875,100.1,26.7,46755.55078125
2026-06-12T16:34:36.917955+00:00Z,8462868480,8070.8203125,99.7,26.7,46710.03515625
2026-06-12T16:34:37.926824+00:00Z,8512004096,8117.6796875,100.1,26.8,46681.26953125
2026-06-12T16:34:38.947225+00:00Z,8562888704,8166.20703125,99.8,26.8,46641.96875
2026-06-12T16:34:39.956114+00:00Z,8609239040,8210.41015625,100.3,26.9,46582.2890625
2026-06-12T16:34:40.968499+00:00Z,8654974976,8254.02734375,99.8,27.0,46534.21484375
2026-06-12T16:34:41.974708+00:00Z,8700223488,8297.1796875,100.5,27.0,46522.59765625
2026-06-12T16:34:42.986693+00:00Z,8744501248,8339.40625,99.6,27.1,46480.53125
