ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-13T07:37:34.376517+00:00Z,31087558656,29647.40625,100.8,67.2,20924.96484375
2026-06-13T07:37:35.426029+00:00Z,31090282496,29650.00390625,99.6,67.2,20909.38671875
2026-06-13T07:37:36.502125+00:00Z,31093145600,29652.734375,100.4,67.2,20912.25
2026-06-13T07:37:37.534932+00:00Z,31095463936,29654.9453125,100.2,67.2,20913.26171875
2026-06-13T07:37:38.581638+00:00Z,31097765888,29657.140625,99.1,67.2,20915.68359375
2026-06-13T07:37:39.649410+00:00Z,31100121088,29659.38671875,101.0,67.2,20908.31640625
2026-06-13T07:37:40.665696+00:00Z,31102476288,29661.6328125,100.4,67.5,20694.21484375
2026-06-13T07:37:41.680070+00:00Z,31113666560,29672.3046875,100.0,67.6,20676.8359375
2026-06-13T07:37:42.744787+00:00Z,31129657344,29687.5546875,100.4,67.5,20699.62109375
2026-06-13T07:37:43.825739+00:00Z,31145500672,29702.6640625,99.1,67.6,20679.94140625
2026-06-13T07:37:44.857157+00:00Z,31159074816,29715.609375,99.8,67.6,20672.6328125
2026-06-13T07:37:45.910844+00:00Z,31171510272,29727.46875,102.2,67.6,20678.578125
2026-06-13T07:37:46.988095+00:00Z,31184093184,29739.46875,97.9,67.6,20669.2109375
