ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-13T07:39:12.133671+00:00Z,31091314688,29650.98828125,100.5,67.8,20517.046875
2026-06-13T07:39:13.174150+00:00Z,31094108160,29653.65234375,100.0,67.5,20749.62109375
2026-06-13T07:39:14.196370+00:00Z,31102361600,29661.5234375,101.2,67.4,20794.375
2026-06-13T07:39:15.259150+00:00Z,31123668992,29681.84375,98.6,67.4,20811.66015625
2026-06-13T07:39:16.282206+00:00Z,31142739968,29700.03125,100.4,67.3,20823.78515625
2026-06-13T07:39:17.288101+00:00Z,31162519552,29718.89453125,100.4,67.4,20804.359375
2026-06-13T07:39:18.309209+00:00Z,31180472320,29736.015625,100.4,67.5,20687.578125
2026-06-13T07:39:19.376482+00:00Z,31194710016,29749.59375,99.6,67.5,20688.01953125
2026-06-13T07:39:20.481140+00:00Z,31211286528,29765.40234375,102.0,67.4,20773.02734375
2026-06-13T07:39:21.573429+00:00Z,31226408960,29779.82421875,98.7,67.4,20793.9140625
2026-06-13T07:39:22.659641+00:00Z,31241117696,29793.8515625,99.5,67.3,20817.78125
2026-06-13T07:39:23.779538+00:00Z,31255904256,29807.953125,99.7,67.4,20810.3828125
2026-06-13T07:39:24.864008+00:00Z,31270223872,29821.609375,100.5,67.4,20807.28125
2026-06-13T07:39:25.921895+00:00Z,31281623040,29832.48046875,99.3,67.3,20831.25
