ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-13T07:40:50.701141+00:00Z,31091494912,29651.16015625,99.3,67.4,20803.5859375
2026-06-13T07:40:51.734350+00:00Z,31094243328,29653.78125,100.3,67.3,20843.125
2026-06-13T07:40:52.758402+00:00Z,31102316544,29661.48046875,101.0,67.3,20866.4375
2026-06-13T07:40:53.840131+00:00Z,31122075648,29680.32421875,101.1,67.3,20859.98828125
2026-06-13T07:40:54.916224+00:00Z,31142555648,29699.85546875,98.9,67.3,20871.04296875
2026-06-13T07:40:56.010900+00:00Z,31163682816,29720.00390625,99.0,67.3,20852.59765625
2026-06-13T07:40:57.104608+00:00Z,31184572416,29739.92578125,100.4,67.3,20834.73828125
2026-06-13T07:40:58.158777+00:00Z,31202361344,29756.890625,100.8,67.3,20815.484375
2026-06-13T07:40:59.269284+00:00Z,31220539392,29774.2265625,99.6,67.4,20803.92578125
2026-06-13T07:41:00.398002+00:00Z,31238213632,29791.08203125,101.1,67.4,20794.51171875
2026-06-13T07:41:01.493489+00:00Z,31251218432,29803.484375,99.6,67.4,20789.3203125
2026-06-13T07:41:02.593413+00:00Z,31262851072,29814.578125,99.6,67.4,20779.8203125
2026-06-13T07:41:03.610291+00:00Z,31277256704,29828.31640625,98.8,67.4,20779.078125
