ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-01T12:39:11.691592+00:00Z,6785744896,6471.390625,1142.1,31.3,43826.27734375
2026-06-01T12:39:12.697596+00:00Z,6789292032,6474.7734375,1395.4,31.3,43821.96484375
2026-06-01T12:39:13.717785+00:00Z,6791897088,6477.2578125,1394.1,31.3,43790.140625
2026-06-01T12:39:14.721267+00:00Z,6795378688,6480.578125,1397.7,31.3,43782.171875
2026-06-01T12:39:15.726432+00:00Z,6815301632,6499.578125,1356.4,31.3,43787.21484375
2026-06-01T12:39:16.727129+00:00Z,6832214016,6515.70703125,1405.1,31.4,43762.58984375
2026-06-01T12:39:17.732774+00:00Z,6845227008,6528.1171875,1353.4,31.8,43492.29296875
2026-06-01T12:39:18.740586+00:00Z,6862225408,6544.328125,1383.1,31.7,43530.8828125
2026-06-01T12:39:19.751111+00:00Z,6877270016,6558.67578125,1441.8,31.7,43549.32421875
2026-06-01T12:39:20.752857+00:00Z,6891184128,6571.9453125,1436.6,31.7,43552.5703125
2026-06-01T12:39:21.755379+00:00Z,6905016320,6585.13671875,1428.4,31.7,43556.1484375
2026-06-01T12:39:22.761841+00:00Z,6919860224,6599.29296875,1399.3,31.7,43567.49609375
2026-06-01T12:39:23.771187+00:00Z,6932172800,6611.03515625,1442.6,31.6,43613.5078125
2026-06-01T12:39:24.772231+00:00Z,6945296384,6623.55078125,1321.2,31.6,43609.984375
2026-06-01T12:39:25.774423+00:00Z,6961266688,6638.78125,1385.5,31.6,43629.9140625
2026-06-01T12:39:26.775001+00:00Z,6976532480,6653.33984375,1422.2,31.6,43595.84375
2026-06-01T12:39:27.775733+00:00Z,6985523200,6661.9140625,1260.0,31.8,43485.3125
2026-06-01T12:39:28.776425+00:00Z,6999531520,6675.2734375,1377.0,31.8,43475.0
2026-06-01T12:39:29.778815+00:00Z,7011774464,6686.94921875,1373.8,31.8,43480.45703125
2026-06-01T12:39:30.781328+00:00Z,7021379584,6696.109375,1435.8,31.8,43466.69921875
2026-06-01T12:39:31.783200+00:00Z,7028604928,6703.0,1441.7,31.8,43465.8203125
2026-06-01T12:39:32.784974+00:00Z,7037960192,6711.921875,1386.3,31.8,43487.796875
2026-06-01T12:39:33.787132+00:00Z,7049629696,6723.05078125,1386.1,31.8,43495.3359375
2026-06-01T12:39:34.790269+00:00Z,7063740416,6736.5078125,1448.5,31.8,43502.08203125
2026-06-01T12:39:35.792622+00:00Z,7076331520,6748.515625,1469.8,31.7,43512.171875
2026-06-01T12:39:36.794351+00:00Z,7088533504,6760.15234375,1484.4,31.8,43484.71484375
2026-06-01T12:39:37.796513+00:00Z,7099252736,6770.375,1397.0,31.8,43488.09375
2026-06-01T12:39:38.807554+00:00Z,7110705152,6781.296875,1360.4,31.8,43484.8359375
2026-06-01T12:39:39.809999+00:00Z,7121149952,6791.2578125,1489.3,31.7,43523.49609375
2026-06-01T12:39:40.816379+00:00Z,7130636288,6800.3046875,1505.2,31.7,43545.66796875
2026-06-01T12:39:41.828363+00:00Z,7143641088,6812.70703125,1452.9,31.7,43536.375
2026-06-01T12:39:42.830738+00:00Z,7153184768,6821.80859375,1461.8,31.7,43528.48046875
2026-06-01T12:39:43.833131+00:00Z,7163600896,6831.7421875,1471.9,31.7,43521.98828125
2026-06-01T12:39:44.834068+00:00Z,7176257536,6843.8125,1426.9,31.7,43516.1875
2026-06-01T12:39:45.834891+00:00Z,7186948096,6854.0078125,1484.6,31.7,43511.61328125
2026-06-01T12:39:46.835572+00:00Z,7193051136,6859.828125,1310.3,31.7,43508.7734375
2026-06-01T12:39:47.836098+00:00Z,7203287040,6869.58984375,1379.2,31.8,43502.015625
2026-06-01T12:39:48.836782+00:00Z,7211118592,6877.05859375,1444.8,31.8,43485.890625
2026-06-01T12:39:49.840486+00:00Z,7218966528,6884.54296875,1488.7,31.8,43484.31640625
2026-06-01T12:39:50.841737+00:00Z,7229186048,6894.2890625,1486.1,31.8,43478.0078125
2026-06-01T12:39:51.842578+00:00Z,7238885376,6903.5390625,1435.8,31.8,43462.8046875
2026-06-01T12:39:52.843894+00:00Z,7245832192,6910.1640625,1498.6,31.8,43454.109375
2026-06-01T12:39:53.847199+00:00Z,7254863872,6918.77734375,1457.0,31.8,43494.86328125
2026-06-01T12:39:54.851974+00:00Z,7262314496,6925.8828125,1528.4,31.8,43487.49609375
2026-06-01T12:39:55.860467+00:00Z,7270076416,6933.28515625,1513.4,31.8,43484.9140625
2026-06-01T12:39:56.866296+00:00Z,7275823104,6938.765625,1415.7,31.8,43477.26953125
2026-06-01T12:39:57.874215+00:00Z,7282085888,6944.73828125,1454.8,31.8,43468.48046875
2026-06-01T12:39:58.877536+00:00Z,7291326464,6953.55078125,1516.6,31.8,43464.09765625
2026-06-01T12:39:59.883107+00:00Z,7296618496,6958.59765625,1556.8,31.8,43464.29296875
2026-06-01T12:40:00.889347+00:00Z,7301701632,6963.4453125,1499.0,31.8,43458.52734375
2026-06-01T12:40:01.908884+00:00Z,7305871360,6967.421875,1278.5,31.8,43454.62890625
2026-06-01T12:40:02.914765+00:00Z,7310270464,6971.6171875,1396.9,31.8,43448.3125
2026-06-01T12:40:03.916258+00:00Z,7312166912,6973.42578125,1428.6,31.9,43432.25
2026-06-01T12:40:04.917380+00:00Z,7314055168,6975.2265625,1386.6,31.9,43430.0234375
2026-06-01T12:40:05.923226+00:00Z,7319552000,6980.46875,1455.3,31.9,43440.84765625
2026-06-01T12:40:06.941767+00:00Z,7324643328,6985.32421875,1536.6,31.9,43439.19921875
2026-06-01T12:40:07.950432+00:00Z,7330746368,6991.14453125,1456.5,31.9,43432.55859375
2026-06-01T12:40:08.951054+00:00Z,7336210432,6996.35546875,1388.1,31.9,43431.9140625
2026-06-01T12:40:09.957221+00:00Z,7339450368,6999.4453125,1374.9,32.0,43340.6796875
2026-06-01T12:40:10.959019+00:00Z,7345377280,7005.09765625,1526.6,32.0,43324.234375
2026-06-01T12:40:11.965186+00:00Z,7348301824,7007.88671875,1521.3,32.0,43344.71875
2026-06-01T12:40:12.969575+00:00Z,7354130432,7013.4453125,1477.9,32.0,43342.2578125
2026-06-01T12:40:13.972494+00:00Z,7358304256,7017.42578125,1482.6,32.0,43338.9140625
2026-06-01T12:40:14.973346+00:00Z,7366873088,7025.59765625,1429.9,32.0,43342.9375
2026-06-01T12:40:15.974948+00:00Z,7373578240,7031.9921875,1533.6,32.0,43324.37890625
2026-06-01T12:40:16.975713+00:00Z,7379701760,7037.83203125,1497.5,32.1,43278.42578125
2026-06-01T12:40:17.978844+00:00Z,7387721728,7045.48046875,1534.5,32.3,43161.34375
2026-06-01T12:40:18.979453+00:00Z,7395692544,7053.08203125,1568.1,32.4,43065.22265625
2026-06-01T12:40:19.980106+00:00Z,7401189376,7058.32421875,1568.9,32.1,43289.05078125
2026-06-01T12:40:20.981162+00:00Z,7406579712,7063.46484375,1573.3,32.5,43007.6953125
2026-06-01T12:40:21.982150+00:00Z,7411396608,7068.05859375,1553.5,32.3,43185.33984375
2026-06-01T12:40:22.984128+00:00Z,7414259712,7070.7890625,1547.8,32.3,43179.66015625
2026-06-01T12:40:23.985059+00:00Z,7419113472,7075.41796875,1543.6,32.3,43176.95703125
2026-06-01T12:40:24.985766+00:00Z,7422562304,7078.70703125,1533.6,32.3,43153.9453125
2026-06-01T12:40:25.989066+00:00Z,7425028096,7081.05859375,1547.4,32.3,43184.640625
2026-06-01T12:40:26.999815+00:00Z,7428685824,7084.546875,1549.0,32.3,43179.32421875
2026-06-01T12:40:28.007311+00:00Z,7433375744,7089.01953125,1562.4,32.3,43184.890625
2026-06-01T12:40:29.011433+00:00Z,7439839232,7095.18359375,1554.0,32.3,43180.83984375
2026-06-01T12:40:30.015928+00:00Z,7444819968,7099.93359375,1588.4,32.3,43167.27734375
2026-06-01T12:40:31.017482+00:00Z,7449354240,7104.2578125,1595.3,32.3,43137.87109375
2026-06-01T12:40:32.021623+00:00Z,7452368896,7107.1328125,1578.7,32.3,43151.2265625
2026-06-01T12:40:33.023307+00:00Z,7455416320,7110.0390625,1576.3,32.3,43144.3359375
2026-06-01T12:40:34.030375+00:00Z,7462031360,7116.34765625,1564.4,32.4,43101.72265625
2026-06-01T12:40:35.035543+00:00Z,7465558016,7119.7109375,1596.5,32.4,43104.39453125
2026-06-01T12:40:36.037034+00:00Z,7471329280,7125.21484375,1599.5,32.4,43093.7578125
2026-06-01T12:40:37.037973+00:00Z,7475933184,7129.60546875,1595.6,32.4,43124.75390625
2026-06-01T12:40:38.039431+00:00Z,7481454592,7134.87109375,1597.6,32.4,43087.08984375
2026-06-01T12:40:39.040968+00:00Z,7484600320,7137.87109375,1600.2,32.4,43104.171875
2026-06-01T12:40:40.043091+00:00Z,7489900544,7142.92578125,1591.9,32.3,43130.3828125
2026-06-01T12:40:41.044151+00:00Z,7494074368,7146.90625,1600.4,32.3,43127.30859375
2026-06-01T12:40:42.045208+00:00Z,7499542528,7152.12109375,1597.1,32.4,43108.70703125
2026-06-01T12:40:43.046628+00:00Z,7503667200,7156.0546875,1596.9,32.4,43087.921875
2026-06-01T12:40:44.049745+00:00Z,7506210816,7158.48046875,1578.0,32.4,43081.94140625
2026-06-01T12:40:45.051279+00:00Z,7509573632,7161.6875,1597.5,32.5,43054.37890625
2026-06-01T12:40:46.052935+00:00Z,7512829952,7164.79296875,1597.5,32.5,43041.078125
2026-06-01T12:40:47.054710+00:00Z,7516778496,7168.55859375,1594.1,32.5,43017.10546875
2026-06-01T12:40:48.055766+00:00Z,7519809536,7171.44921875,1584.2,32.6,42958.20703125
2026-06-01T12:40:49.057174+00:00Z,7524515840,7175.9375,1595.6,32.6,42950.15234375
2026-06-01T12:40:50.058669+00:00Z,7528947712,7180.1640625,1597.0,32.6,42948.72265625
2026-06-01T12:40:51.060834+00:00Z,7532613632,7183.66015625,1596.5,32.6,42952.00390625
2026-06-01T12:40:52.061935+00:00Z,7534804992,7185.75,1590.2,32.6,42943.203125
2026-06-01T12:40:53.063326+00:00Z,7537360896,7188.1875,1563.7,32.8,42866.70703125
2026-06-01T12:40:54.064943+00:00Z,7540715520,7191.38671875,1580.5,32.9,42759.12109375
2026-06-01T12:40:55.068444+00:00Z,7543296000,7193.84765625,1544.7,33.1,42627.34375
2026-06-01T12:40:56.069574+00:00Z,7545806848,7196.2421875,1595.1,33.2,42554.390625
2026-06-01T12:40:57.071313+00:00Z,7548968960,7199.2578125,1597.4,33.2,42558.20703125
2026-06-01T12:40:58.078661+00:00Z,7553011712,7203.11328125,1592.3,33.2,42560.9609375
2026-06-01T12:40:59.082022+00:00Z,7556841472,7206.765625,1586.3,33.2,42585.984375
2026-06-01T12:41:00.084354+00:00Z,7558443008,7208.29296875,1590.5,33.1,42625.40625
2026-06-01T12:41:01.085426+00:00Z,7560704000,7210.44921875,1597.7,33.1,42656.23046875
2026-06-01T12:41:02.087833+00:00Z,7562620928,7212.27734375,1597.7,33.1,42671.80859375
