ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-12T14:47:58.148403+00:00Z,1268916224,1210.1328125,797.8,15.9,53610.78125
2026-06-12T14:47:59.327413+00:00Z,1293209600,1233.30078125,495.5,15.9,53586.69140625
2026-06-12T14:48:00.359860+00:00Z,1342828544,1280.62109375,943.3,16.0,53569.3515625
2026-06-12T14:48:01.367161+00:00Z,1368584192,1305.18359375,1119.2,16.0,53540.171875
2026-06-12T14:48:02.398769+00:00Z,1404829696,1339.75,947.9,16.1,53509.87890625
2026-06-12T14:48:03.410781+00:00Z,1449398272,1382.25390625,963.3,16.1,53470.3515625
2026-06-12T14:48:04.417852+00:00Z,1471221760,1403.06640625,1133.3,16.2,53448.6875
2026-06-12T14:48:05.427483+00:00Z,1493430272,1424.24609375,1131.9,16.2,53432.3671875
2026-06-12T14:48:06.429294+00:00Z,1517899776,1447.58203125,1085.8,16.2,53407.2109375
2026-06-12T14:48:07.431344+00:00Z,1540087808,1468.7421875,1120.8,16.3,53380.23046875
2026-06-12T14:48:08.437911+00:00Z,1578217472,1505.10546875,1036.1,16.3,53341.05078125
2026-06-12T14:48:09.454851+00:00Z,1614946304,1540.1328125,898.0,16.4,53299.69140625
2026-06-12T14:48:10.476195+00:00Z,1664897024,1587.76953125,939.7,16.4,53269.3671875
2026-06-12T14:48:11.478236+00:00Z,1705738240,1626.71875,977.3,16.5,53236.04296875
2026-06-12T14:48:12.484667+00:00Z,1755623424,1674.29296875,964.8,16.6,53171.08203125
2026-06-12T14:48:13.485441+00:00Z,1804230656,1720.6484375,927.2,16.6,53154.66796875
2026-06-12T14:48:14.491513+00:00Z,1810251776,1726.390625,270.4,16.6,53179.15625
2026-06-12T14:48:15.543452+00:00Z,1861492736,1775.2578125,967.6,16.6,53143.1171875
2026-06-12T14:48:16.545059+00:00Z,1911717888,1823.15625,950.6,16.7,53094.12890625
2026-06-12T14:48:17.551719+00:00Z,1960366080,1869.55078125,1031.3,16.8,53029.48046875
2026-06-12T14:48:18.593901+00:00Z,2002571264,1909.80078125,1042.4,16.8,53022.72265625
2026-06-12T14:48:19.601033+00:00Z,2025603072,1931.765625,1074.5,16.8,53007.9375
2026-06-12T14:48:20.632796+00:00Z,2054795264,1959.60546875,1141.3,16.9,52981.63671875
2026-06-12T14:48:21.671237+00:00Z,2076635136,1980.43359375,1054.9,16.9,52958.0
2026-06-12T14:48:22.707784+00:00Z,2110562304,2012.7890625,930.0,17.0,52888.26171875
2026-06-12T14:48:23.742238+00:00Z,2162356224,2062.18359375,1030.6,17.1,52857.390625
2026-06-12T14:48:24.769044+00:00Z,2213474304,2110.93359375,929.1,17.1,52816.70703125
2026-06-12T14:48:25.776021+00:00Z,2258591744,2153.9609375,1028.0,17.2,52778.609375
