ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-05-26T12:45:18.004224+00:00Z,1271173120,1212.28515625,729.4,29.1,45212.9609375
2026-05-26T12:45:19.005222+00:00Z,1310310400,1249.609375,669.3,29.1,45216.375
2026-05-26T12:45:20.005975+00:00Z,1354838016,1292.07421875,873.2,29.1,45199.40234375
2026-05-26T12:45:21.007031+00:00Z,1399525376,1334.69140625,944.0,29.1,45184.7265625
2026-05-26T12:45:22.008015+00:00Z,1444962304,1378.0234375,835.3,29.2,45125.7421875
2026-05-26T12:45:23.008709+00:00Z,1485438976,1416.625,859.3,29.3,45079.9140625
2026-05-26T12:45:24.009714+00:00Z,1519288320,1448.90625,934.1,29.4,45029.99609375
2026-05-26T12:45:25.010726+00:00Z,1555173376,1483.12890625,989.0,29.4,45001.109375
2026-05-26T12:45:26.016775+00:00Z,1590992896,1517.2890625,1040.7,29.4,44985.37890625
2026-05-26T12:45:27.027701+00:00Z,1624875008,1549.6015625,926.3,29.5,44954.47265625
2026-05-26T12:45:28.090100+00:00Z,1662676992,1585.65234375,861.8,29.5,44919.05078125
2026-05-26T12:45:29.096022+00:00Z,1702445056,1623.578125,976.2,29.6,44903.16796875
2026-05-26T12:45:30.122046+00:00Z,1741385728,1660.71484375,821.6,29.6,44865.41015625
2026-05-26T12:45:31.128339+00:00Z,1776091136,1693.8125,884.9,29.7,44828.1796875
2026-05-26T12:45:32.623651+00:00Z,1815748608,1731.6328125,641.3,29.8,44778.921875
2026-05-26T12:45:33.625857+00:00Z,1847300096,1761.72265625,1040.2,29.8,44748.14453125
2026-05-26T12:45:34.631552+00:00Z,1881706496,1794.53515625,1003.0,29.9,44700.90234375
2026-05-26T12:45:35.709586+00:00Z,1923547136,1834.4375,963.1,29.9,44673.26953125
2026-05-26T12:45:36.721730+00:00Z,1956986880,1866.328125,924.0,30.0,44631.03125
2026-05-26T12:45:37.728886+00:00Z,1993093120,1900.76171875,1027.3,30.1,44589.46875
2026-05-26T12:45:38.761965+00:00Z,2036850688,1942.4921875,885.6,30.1,44548.98828125
2026-05-26T12:45:39.819116+00:00Z,2085085184,1988.4921875,837.1,30.2,44474.99609375
2026-05-26T12:45:40.825413+00:00Z,2133188608,2034.3671875,872.6,30.3,44445.34375
2026-05-26T12:45:41.841533+00:00Z,2171707392,2071.1015625,933.5,30.3,44401.1328125
