ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-05T07:38:44.399102+00:00Z,2257072128,2152.51171875,993.1,17.1,52875.05859375
2026-06-05T07:38:45.420070+00:00Z,2261766144,2156.98828125,1050.4,16.9,52945.28125
2026-06-05T07:38:46.421081+00:00Z,2310524928,2203.48828125,1138.9,17.0,52889.203125
2026-06-05T07:38:47.426917+00:00Z,2369282048,2259.5234375,1241.3,17.1,52862.6171875
2026-06-05T07:38:48.485951+00:00Z,2422681600,2310.44921875,1177.4,17.1,52861.109375
2026-06-05T07:38:49.531765+00:00Z,2459377664,2345.4453125,1169.9,17.1,52874.546875
2026-06-05T07:38:50.538355+00:00Z,2487070720,2371.85546875,1064.8,17.1,52823.80078125
2026-06-05T07:38:51.569557+00:00Z,2544316416,2426.44921875,1077.8,17.3,52713.125
2026-06-05T07:38:52.570363+00:00Z,2572251136,2453.08984375,1152.1,17.3,52703.82421875
2026-06-05T07:38:54.199704+00:00Z,2588504064,2468.58984375,610.7,17.4,52670.6953125
2026-06-05T07:38:55.220928+00:00Z,2616901632,2495.671875,1030.0,17.5,52582.62109375
2026-06-05T07:38:56.222413+00:00Z,2645213184,2522.671875,1149.4,17.6,52547.53515625
2026-06-05T07:38:57.224106+00:00Z,2691325952,2566.6484375,1131.2,17.8,52431.96875
2026-06-05T07:38:58.224687+00:00Z,2713812992,2588.09375,1145.0,17.9,52322.19140625
2026-06-05T07:38:59.231433+00:00Z,2743431168,2616.33984375,1168.4,17.9,52306.171875
2026-06-05T07:39:00.273279+00:00Z,2774220800,2645.703125,1077.1,18.1,52213.546875
2026-06-05T07:39:01.279965+00:00Z,2800623616,2670.8828125,1200.9,18.2,52177.734375
2026-06-05T07:39:02.321774+00:00Z,2838429696,2706.9375,1109.8,18.3,52095.08984375
2026-06-05T07:39:03.354109+00:00Z,2883055616,2749.49609375,1196.3,18.5,51941.015625
2026-06-05T07:39:04.396665+00:00Z,2940715008,2804.484375,1127.6,18.7,51839.375
2026-06-05T07:39:05.418809+00:00Z,2996256768,2857.453125,1176.5,18.7,51799.23828125
2026-06-05T07:39:06.442995+00:00Z,3052519424,2911.109375,1211.8,18.7,51826.6953125
2026-06-05T07:39:07.445308+00:00Z,3080830976,2938.109375,1227.1,18.6,51863.671875
2026-06-05T07:39:08.452792+00:00Z,3106082816,2962.19140625,1131.7,18.7,51832.078125
2026-06-05T07:39:09.459452+00:00Z,3145007104,2999.3125,1100.8,18.6,51890.078125
2026-06-05T07:39:10.465630+00:00Z,3202928640,3054.55078125,1256.1,18.6,51895.265625
2026-06-05T07:39:11.471889+00:00Z,3235889152,3085.984375,1194.5,18.6,51897.98828125
2026-06-05T07:39:12.482284+00:00Z,3272241152,3120.65234375,1137.5,18.6,51860.64453125
2026-06-05T07:39:13.488091+00:00Z,3327574016,3173.421875,1280.8,18.6,51875.8203125
2026-06-05T07:39:14.494531+00:00Z,3380449280,3223.84765625,1269.9,18.7,51824.66796875
2026-06-05T07:39:15.522581+00:00Z,3421405184,3262.90625,1066.4,18.8,51790.25
