ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-04T23:02:25.628973+00:00Z,30584967168,29168.09765625,851.2,83.0,10812.05078125
2026-06-04T23:02:26.630069+00:00Z,30585249792,29168.3671875,1150.8,83.0,10818.00390625
2026-06-04T23:02:27.631091+00:00Z,30585364480,29168.4765625,1533.4,83.1,10793.64453125
2026-06-04T23:02:28.632493+00:00Z,30585511936,29168.6171875,1578.7,82.8,10986.79296875
2026-06-04T23:02:29.634087+00:00Z,30585692160,29168.7890625,1575.6,82.7,10996.76953125
2026-06-04T23:02:30.634951+00:00Z,30586142720,29169.21875,1563.7,82.7,11010.47265625
2026-06-04T23:02:31.637092+00:00Z,30586523648,29169.58203125,1559.6,82.7,10997.83984375
2026-06-04T23:02:32.638061+00:00Z,30586740736,29169.7890625,1574.6,82.7,11042.32421875
2026-06-04T23:02:33.640071+00:00Z,30587052032,29170.0859375,1589.8,82.7,11047.921875
2026-06-04T23:02:34.641041+00:00Z,30587629568,29170.63671875,1568.5,82.7,11055.71484375
2026-06-04T23:02:35.641859+00:00Z,30587887616,29170.8828125,1582.7,82.6,11074.4453125
2026-06-04T23:02:36.642958+00:00Z,30588362752,29171.3359375,1571.2,82.6,11078.7421875
2026-06-04T23:02:37.644379+00:00Z,30588612608,29171.57421875,1597.6,82.6,11075.7265625
2026-06-04T23:02:38.645515+00:00Z,30588710912,29171.66796875,1585.5,82.6,11074.46875
2026-06-04T23:02:39.646207+00:00Z,30589140992,29172.078125,1557.8,82.6,11089.2421875
2026-06-04T23:02:40.646985+00:00Z,30589341696,29172.26953125,1595.8,82.6,11107.7109375
2026-06-04T23:02:41.647802+00:00Z,30589718528,29172.62890625,1588.7,82.6,11114.04296875
2026-06-04T23:02:42.648594+00:00Z,30589800448,29172.70703125,1596.2,82.6,11116.3359375
2026-06-04T23:02:43.650399+00:00Z,30589976576,29172.875,1598.6,82.5,11124.5078125
2026-06-04T23:02:44.652071+00:00Z,30590529536,29173.40234375,1578.4,82.5,11128.203125
2026-06-04T23:02:45.652724+00:00Z,30590910464,29173.765625,1577.9,82.5,11130.81640625
2026-06-04T23:02:46.653611+00:00Z,30591049728,29173.8984375,1590.7,82.5,11130.61328125
2026-06-04T23:02:47.654625+00:00Z,30591328256,29174.1640625,1576.2,82.6,11123.84375
2026-06-04T23:02:48.655962+00:00Z,30591414272,29174.24609375,1599.0,82.6,11112.9453125
2026-06-04T23:02:49.656647+00:00Z,30591606784,29174.4296875,1593.9,82.6,11114.02734375
2026-06-04T23:02:50.657480+00:00Z,30591799296,29174.61328125,1595.5,82.6,11090.77734375
2026-06-04T23:02:51.658357+00:00Z,30591954944,29174.76171875,1553.7,83.0,10835.99609375
2026-06-04T23:02:52.659974+00:00Z,30592221184,29175.015625,1590.6,82.9,10873.34375
2026-06-04T23:02:53.660596+00:00Z,30592585728,29175.36328125,1586.9,82.9,10879.55859375
2026-06-04T23:02:54.661389+00:00Z,30593015808,29175.7734375,1591.8,82.9,10887.90625
2026-06-04T23:02:55.667149+00:00Z,30593409024,29176.1484375,1591.1,82.9,10915.64453125
2026-06-04T23:02:56.672775+00:00Z,30593945600,29176.66015625,1572.9,82.8,10945.78515625
2026-06-04T23:02:57.673371+00:00Z,30594465792,29177.15625,1587.9,82.8,10952.23828125
2026-06-04T23:02:58.674074+00:00Z,30594895872,29177.56640625,1581.0,82.8,10962.6640625
2026-06-04T23:02:59.676025+00:00Z,30595301376,29177.953125,1591.0,82.8,10976.66015625
2026-06-04T23:03:00.676653+00:00Z,30595698688,29178.33203125,1581.9,82.7,11003.015625
2026-06-04T23:03:01.678041+00:00Z,30596280320,29178.88671875,1588.9,82.7,11031.85546875
2026-06-04T23:03:02.678592+00:00Z,30596669440,29179.2578125,1589.9,82.7,11034.73046875
2026-06-04T23:03:03.679328+00:00Z,30597144576,29179.7109375,1590.0,82.7,11038.16796875
2026-06-04T23:03:04.679834+00:00Z,30597451776,29180.00390625,1558.2,82.7,11041.61328125
2026-06-04T23:03:05.680388+00:00Z,30597701632,29180.2421875,1553.2,82.7,11030.2578125
2026-06-04T23:03:06.680920+00:00Z,30597885952,29180.41796875,1590.0,82.7,11031.84765625
2026-06-04T23:03:07.681609+00:00Z,30598348800,29180.859375,1549.9,82.7,11039.9765625
2026-06-04T23:03:08.683459+00:00Z,30598590464,29181.08984375,1586.2,82.7,11059.18359375
2026-06-04T23:03:09.684060+00:00Z,30598885376,29181.37109375,1590.9,82.7,11059.5625
2026-06-04T23:03:10.684789+00:00Z,30599266304,29181.734375,1594.0,82.6,11061.0546875
2026-06-04T23:03:11.685341+00:00Z,30599729152,29182.17578125,1568.1,82.7,11053.5234375
2026-06-04T23:03:12.685974+00:00Z,30600187904,29182.61328125,1589.0,82.7,11052.83203125
2026-06-04T23:03:13.686532+00:00Z,30600613888,29183.01953125,1594.0,82.7,11033.07421875
2026-06-04T23:03:14.687356+00:00Z,30601138176,29183.51953125,1593.7,82.6,11060.65234375
2026-06-04T23:03:15.688024+00:00Z,30601629696,29183.98828125,1579.9,82.7,11043.60546875
2026-06-04T23:03:16.688781+00:00Z,30602072064,29184.41015625,1588.9,82.7,11042.73828125
2026-06-04T23:03:17.689498+00:00Z,30602399744,29184.72265625,1553.6,82.7,11057.40234375
2026-06-04T23:03:18.690461+00:00Z,30604673024,29186.890625,1593.7,82.7,11037.96484375
2026-06-04T23:03:19.691011+00:00Z,30605791232,29187.95703125,1582.1,82.7,11058.49609375
2026-06-04T23:03:20.691550+00:00Z,30608945152,29190.96484375,1597.1,82.7,11057.125
2026-06-04T23:03:21.692113+00:00Z,30611636224,29193.53125,1589.9,82.7,11039.09375
2026-06-04T23:03:22.693245+00:00Z,30613561344,29195.3671875,1594.2,82.7,11057.5625
2026-06-04T23:03:23.694189+00:00Z,30613700608,29195.5,1564.7,82.8,10956.6171875
2026-06-04T23:03:24.695182+00:00Z,30615080960,29196.81640625,1589.4,82.8,10987.484375
2026-06-04T23:03:25.696127+00:00Z,30616371200,29198.046875,1594.5,82.8,10987.828125
2026-06-04T23:03:26.696902+00:00Z,30618435584,29200.015625,1576.8,82.8,10989.1953125
2026-06-04T23:03:27.697909+00:00Z,30620815360,29202.28515625,1573.4,82.8,10971.32421875
2026-06-04T23:03:28.698800+00:00Z,30621044736,29202.50390625,1597.6,82.8,10995.02734375
2026-06-04T23:03:29.699818+00:00Z,30621204480,29202.65625,1589.4,82.7,11000.96484375
2026-06-04T23:03:30.700692+00:00Z,30625021952,29206.296875,1594.6,82.8,10988.6015625
2026-06-04T23:03:31.701598+00:00Z,30625488896,29206.7421875,1582.6,82.8,10994.3203125
2026-06-04T23:03:32.702414+00:00Z,30626107392,29207.33203125,1578.7,82.7,11037.765625
2026-06-04T23:03:33.704340+00:00Z,30628679680,29209.78515625,1596.8,82.7,11023.82421875
2026-06-04T23:03:34.705145+00:00Z,30629191680,29210.2734375,1596.7,82.7,11044.6640625
2026-06-04T23:03:35.706238+00:00Z,30631174144,29212.1640625,1590.4,82.7,11026.0703125
2026-06-04T23:03:36.706897+00:00Z,30632140800,29213.0859375,1598.8,82.7,11044.27734375
2026-06-04T23:03:37.708174+00:00Z,30633353216,29214.2421875,1597.1,82.7,11028.59765625
2026-06-04T23:03:38.709070+00:00Z,30634639360,29215.46875,1597.1,82.6,11060.7578125
2026-06-04T23:03:39.710345+00:00Z,30636314624,29217.06640625,1598.1,82.6,11086.0078125
2026-06-04T23:03:40.711437+00:00Z,30638960640,29219.58984375,1597.5,82.6,11083.21484375
2026-06-04T23:03:41.712355+00:00Z,30639742976,29220.3359375,1597.4,82.6,11063.5390625
2026-06-04T23:03:42.713208+00:00Z,30640308224,29220.875,1588.4,82.6,11061.31640625
2026-06-04T23:03:43.714661+00:00Z,30643326976,29223.75390625,1580.8,82.6,11075.46484375
2026-06-04T23:03:44.715951+00:00Z,30646153216,29226.44921875,1594.8,82.6,11072.875
2026-06-04T23:03:45.717079+00:00Z,30647074816,29227.328125,1585.4,82.6,11072.7265625
2026-06-04T23:03:46.718029+00:00Z,30649458688,29229.6015625,1563.8,82.7,11054.58984375
2026-06-04T23:03:47.718680+00:00Z,30650609664,29230.69921875,1574.9,82.7,11049.8046875
2026-06-04T23:03:48.719521+00:00Z,30651797504,29231.83203125,1596.7,82.7,11040.40234375
2026-06-04T23:03:49.720398+00:00Z,30652370944,29232.37890625,1583.5,82.7,11048.33984375
2026-06-04T23:03:50.722050+00:00Z,30653325312,29233.2890625,1588.5,82.7,11051.20703125
2026-06-04T23:03:51.723132+00:00Z,30655180800,29235.05859375,1591.2,82.7,11044.8515625
2026-06-04T23:03:52.724057+00:00Z,30657363968,29237.140625,1597.6,82.6,11065.6015625
2026-06-04T23:03:53.724817+00:00Z,30657671168,29237.43359375,1592.7,82.7,11046.96484375
2026-06-04T23:03:54.725681+00:00Z,30658334720,29238.06640625,1592.8,82.7,11043.2890625
2026-06-04T23:03:55.726391+00:00Z,30660673536,29240.296875,1594.6,82.7,11056.77734375
2026-06-04T23:03:56.728881+00:00Z,30662483968,29242.0234375,1590.1,82.7,11053.171875
2026-06-04T23:03:57.729821+00:00Z,30663327744,29242.828125,1597.4,82.7,11051.0703125
2026-06-04T23:03:58.735856+00:00Z,30664671232,29244.109375,1593.4,82.7,11032.84765625
2026-06-04T23:03:59.756421+00:00Z,30666358784,29245.71875,1576.7,82.7,11030.078125
2026-06-04T23:04:00.757576+00:00Z,30668210176,29247.484375,1569.1,82.7,11042.4765625
2026-06-04T23:04:01.758492+00:00Z,30669885440,29249.08203125,1579.5,82.7,11037.30859375
2026-06-04T23:04:02.759720+00:00Z,30671708160,29250.8203125,1595.2,82.7,11022.25390625
2026-06-04T23:04:03.760389+00:00Z,30672474112,29251.55078125,1597.9,82.7,11021.53125
2026-06-04T23:04:04.761080+00:00Z,30673534976,29252.5625,1584.8,82.7,11020.4375
2026-06-04T23:04:05.761893+00:00Z,30673760256,29252.77734375,1598.7,82.7,11038.109375
2026-06-04T23:04:06.762628+00:00Z,30674743296,29253.71484375,1596.7,82.7,11034.1796875
2026-06-04T23:04:07.764103+00:00Z,30676336640,29255.234375,1597.4,82.7,11016.7734375
2026-06-04T23:04:08.765365+00:00Z,30678519808,29257.31640625,1597.2,82.7,11033.28125
2026-06-04T23:04:09.766334+00:00Z,30678929408,29257.70703125,1596.3,82.7,11036.48046875
2026-06-04T23:04:10.767605+00:00Z,30680551424,29259.25390625,1596.2,82.7,11009.625
2026-06-04T23:04:11.768361+00:00Z,30682812416,29261.41015625,1597.8,82.7,11025.625
2026-06-04T23:04:12.769056+00:00Z,30683041792,29261.62890625,1597.9,82.7,11021.453125
2026-06-04T23:04:13.769884+00:00Z,30683242496,29261.8203125,1598.7,82.7,11007.13671875
2026-06-04T23:04:14.770590+00:00Z,30683533312,29262.09765625,1596.5,82.7,11006.74609375
2026-06-04T23:04:15.772058+00:00Z,30685814784,29264.2734375,1597.0,82.7,11026.203125
2026-06-04T23:04:16.772877+00:00Z,30686236672,29264.67578125,1597.7,82.7,11011.57421875
2026-06-04T23:04:17.773579+00:00Z,30687514624,29265.89453125,1597.0,82.7,11005.5390625
2026-06-04T23:04:18.774247+00:00Z,30687653888,29266.02734375,1597.5,82.7,11014.4140625
2026-06-04T23:04:19.775573+00:00Z,30688034816,29266.390625,1597.3,82.8,10995.3125
2026-06-04T23:04:20.781111+00:00Z,30689112064,29267.41796875,1592.9,82.7,11013.69921875
2026-06-04T23:04:21.782130+00:00Z,30691635200,29269.82421875,1589.7,82.8,10995.53125
2026-06-04T23:04:22.787846+00:00Z,30694862848,29272.90234375,1584.6,82.8,10994.12109375
2026-06-04T23:04:23.803055+00:00Z,30695505920,29273.515625,1592.1,82.9,10894.25390625
2026-06-04T23:04:24.803954+00:00Z,30699012096,29276.859375,1596.6,82.9,10877.15234375
2026-06-04T23:04:25.804657+00:00Z,30703730688,29281.359375,1595.8,82.9,10885.78125
2026-06-04T23:04:26.805483+00:00Z,30703927296,29281.546875,1598.6,82.9,10896.8828125
2026-06-04T23:04:27.806698+00:00Z,30704148480,29281.7578125,1597.1,82.9,10911.89453125
2026-06-04T23:04:28.807570+00:00Z,30704525312,29282.1171875,1598.7,82.9,10906.8984375
2026-06-04T23:04:29.808448+00:00Z,30704758784,29282.33984375,1596.6,82.9,10928.24609375
2026-06-04T23:04:30.809324+00:00Z,30705438720,29282.98828125,1597.6,82.8,10947.86328125
2026-06-04T23:04:31.810042+00:00Z,30706098176,29283.6171875,1580.8,82.8,10960.59375
2026-06-04T23:04:32.810909+00:00Z,30710034432,29287.37109375,1597.7,82.8,10986.24609375
2026-06-04T23:04:33.811627+00:00Z,30712397824,29289.625,1597.5,82.8,10976.15625
2026-06-04T23:04:34.813238+00:00Z,30713024512,29290.22265625,1597.8,82.7,11010.12890625
2026-06-04T23:04:35.816292+00:00Z,30713180160,29290.37109375,1598.0,82.7,11015.546875
2026-06-04T23:04:36.817863+00:00Z,30713278464,29290.46484375,1597.5,82.7,11024.09375
2026-06-04T23:04:37.818861+00:00Z,30715727872,29292.80078125,1595.5,82.7,11013.44921875
2026-06-04T23:04:38.819522+00:00Z,30716399616,29293.44140625,1596.0,82.7,11033.609375
2026-06-04T23:04:39.820447+00:00Z,30719156224,29296.0703125,1597.5,82.7,11008.4765625
2026-06-04T23:04:40.821278+00:00Z,30720126976,29296.99609375,1597.7,82.7,11031.62890625
2026-06-04T23:04:41.822184+00:00Z,30722203648,29298.9765625,1598.6,82.7,11015.7890625
2026-06-04T23:04:42.822947+00:00Z,30722641920,29299.39453125,1597.6,82.7,11023.95703125
2026-06-04T23:04:43.824215+00:00Z,30723907584,29300.6015625,1594.0,82.7,11020.984375
2026-06-04T23:04:44.824985+00:00Z,30726516736,29303.08984375,1589.7,82.7,11015.37109375
2026-06-04T23:04:45.826222+00:00Z,30727380992,29303.9140625,1598.2,82.7,11038.109375
2026-06-04T23:04:46.826918+00:00Z,30728355840,29304.84375,1590.9,82.7,11038.03125
2026-06-04T23:04:47.827577+00:00Z,30730264576,29306.6640625,1597.0,82.7,11032.92578125
2026-06-04T23:04:48.828527+00:00Z,30731001856,29307.3671875,1592.3,82.7,11033.12890625
2026-06-04T23:04:49.829378+00:00Z,30732754944,29309.0390625,1598.7,82.7,11014.65625
2026-06-04T23:04:50.830174+00:00Z,30734204928,29310.421875,1596.7,82.7,11010.84375
2026-06-04T23:04:51.831052+00:00Z,30736166912,29312.29296875,1597.8,82.7,11007.16796875
2026-06-04T23:04:52.831810+00:00Z,30738477056,29314.49609375,1597.7,82.7,11003.87890625
2026-06-04T23:04:53.832645+00:00Z,30739001344,29314.99609375,1595.8,82.7,11022.3359375
2026-06-04T23:04:54.833422+00:00Z,30739279872,29315.26171875,1597.6,82.7,11019.0234375
2026-06-04T23:04:55.834301+00:00Z,30740508672,29316.43359375,1597.6,82.7,10999.5625
2026-06-04T23:04:56.835293+00:00Z,30742462464,29318.296875,1597.6,82.7,11014.75
2026-06-04T23:04:57.836134+00:00Z,30742831104,29318.6484375,1598.6,82.8,10988.265625
2026-06-04T23:04:58.836906+00:00Z,30745481216,29321.17578125,1597.8,82.7,11003.44921875
2026-06-04T23:04:59.837760+00:00Z,30745825280,29321.50390625,1592.6,82.8,10987.15234375
2026-06-04T23:05:00.838401+00:00Z,30746677248,29322.31640625,1597.0,82.8,10985.359375
2026-06-04T23:05:01.839403+00:00Z,30747013120,29322.63671875,1597.1,82.8,10985.60546875
2026-06-04T23:05:02.840543+00:00Z,30748459008,29324.015625,1597.5,82.8,10979.4140625
2026-06-04T23:05:03.841679+00:00Z,30749057024,29324.5859375,1599.0,82.8,10981.9296875
2026-06-04T23:05:04.842753+00:00Z,30749188096,29324.7109375,1595.4,82.8,10987.76171875
2026-06-04T23:05:05.843647+00:00Z,30750838784,29326.28515625,1587.6,82.8,10987.94921875
2026-06-04T23:05:06.844343+00:00Z,30752456704,29327.828125,1598.9,82.7,11007.48046875
2026-06-04T23:05:07.845421+00:00Z,30753538048,29328.859375,1583.0,82.7,11005.34765625
2026-06-04T23:05:08.846518+00:00Z,30753722368,29329.03515625,1598.1,82.7,11031.67578125
2026-06-04T23:05:09.847563+00:00Z,30755241984,29330.484375,1596.6,82.7,11012.5546875
2026-06-04T23:05:10.848362+00:00Z,30755389440,29330.625,1583.9,82.7,11009.24609375
2026-06-04T23:05:11.848982+00:00Z,30756106240,29331.30859375,1582.0,82.7,11007.6015625
2026-06-04T23:05:12.849598+00:00Z,30756208640,29331.40625,1596.0,82.7,11006.34765625
2026-06-04T23:05:13.850671+00:00Z,30757236736,29332.38671875,1600.0,82.7,11003.96484375
2026-06-04T23:05:14.852010+00:00Z,30757535744,29332.671875,1586.1,82.7,11000.19140625
