ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-05-27T00:53:04.228375+00:00Z,1087672320,1037.28515625,1526.5,37.8,39650.0859375
2026-05-27T00:53:05.230494+00:00Z,1087725568,1037.3359375,1588.8,37.8,39665.17578125
2026-05-27T00:53:06.232503+00:00Z,1087750144,1037.359375,1593.8,37.7,39685.12890625
2026-05-27T00:53:07.234704+00:00Z,1087770624,1037.37890625,1594.3,37.7,39698.23828125
2026-05-27T00:53:08.236848+00:00Z,1087787008,1037.39453125,1596.8,37.7,39718.58203125
2026-05-27T00:53:09.238550+00:00Z,1087807488,1037.4140625,1595.2,37.6,39780.8515625
2026-05-27T00:53:10.240530+00:00Z,1087811584,1037.41796875,1595.6,37.6,39775.921875
2026-05-27T00:53:11.242489+00:00Z,1087815680,1037.421875,1590.2,37.8,39663.8359375
2026-05-27T00:53:12.244476+00:00Z,1087815680,1037.421875,1596.9,37.7,39733.7421875
2026-05-27T00:53:13.245336+00:00Z,1087815680,1037.421875,1593.6,37.7,39720.90625
2026-05-27T00:53:14.246478+00:00Z,1087815680,1037.421875,1592.2,37.7,39687.93359375
2026-05-27T00:53:15.247512+00:00Z,1087815680,1037.421875,1596.4,37.7,39743.17578125
