ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-04T04:35:16.903825+00:00Z,1161269248,1107.47265625,1446.9,21.3,50192.3359375
2026-06-04T04:35:17.904685+00:00Z,1163431936,1109.53515625,1521.6,21.3,50181.92578125
2026-06-04T04:35:18.905894+00:00Z,1168162816,1114.046875,1538.1,21.3,50180.9375
2026-06-04T04:35:19.906760+00:00Z,1185210368,1130.3046875,1563.5,21.3,50186.27734375
2026-06-04T04:35:20.907669+00:00Z,1208303616,1152.328125,1501.8,21.3,50167.69921875
2026-06-04T04:35:21.908460+00:00Z,1225879552,1169.08984375,1535.9,21.3,50184.97265625
2026-06-04T04:35:22.909321+00:00Z,1249927168,1192.0234375,1515.7,21.3,50155.375
2026-06-04T04:35:23.910082+00:00Z,1264812032,1206.21875,1222.1,21.3,50177.75390625
2026-06-04T04:35:24.911033+00:00Z,1280847872,1221.51171875,1479.6,21.3,50155.69921875
2026-06-04T04:35:25.911896+00:00Z,1298948096,1238.7734375,1473.7,21.3,50163.625
2026-06-04T04:35:26.912545+00:00Z,1310982144,1250.25,1507.9,21.3,50158.55859375
2026-06-04T04:35:27.913606+00:00Z,1332244480,1270.52734375,1539.4,21.3,50147.16796875
2026-06-04T04:35:28.914339+00:00Z,1335042048,1273.1953125,1579.8,21.3,50148.515625
2026-06-04T04:35:29.914971+00:00Z,1335050240,1273.203125,1598.0,21.3,50157.42578125
2026-06-04T04:35:30.915869+00:00Z,1335181312,1273.328125,1599.4,21.3,50162.00390625
2026-06-04T04:35:31.917013+00:00Z,1335197696,1273.34375,1600.2,21.3,50164.82421875
2026-06-04T04:35:32.917752+00:00Z,1335197696,1273.34375,1598.9,21.3,50152.34765625
2026-06-04T04:35:33.918600+00:00Z,1335197696,1273.34375,1599.4,21.3,50180.4140625
2026-06-04T04:35:34.919903+00:00Z,1335197696,1273.34375,1599.1,21.3,50197.9921875
2026-06-04T04:35:35.920733+00:00Z,1335201792,1273.34765625,1599.6,21.3,50196.109375
2026-06-04T04:35:36.921801+00:00Z,1335201792,1273.34765625,1599.3,21.2,50226.796875
2026-06-04T04:35:37.922780+00:00Z,1335201792,1273.34765625,1592.5,21.2,50243.9375
2026-06-04T04:35:38.923523+00:00Z,1335201792,1273.34765625,1599.6,21.2,50250.09375
2026-06-04T04:35:39.924617+00:00Z,1335201792,1273.34765625,1594.3,21.1,50268.3828125
2026-06-04T04:35:40.925618+00:00Z,1335201792,1273.34765625,1597.5,21.2,50249.69140625
2026-06-04T04:35:41.926627+00:00Z,1335201792,1273.34765625,1599.3,21.3,50173.515625
2026-06-04T04:35:42.927921+00:00Z,1335201792,1273.34765625,1600.9,21.3,50174.546875
2026-06-04T04:35:43.928904+00:00Z,1335201792,1273.34765625,1597.6,21.3,50162.28515625
