ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-04T05:06:06.605484+00:00Z,1452777472,1385.4765625,1420.2,21.8,49837.48828125
2026-06-04T05:06:07.627532+00:00Z,1454493696,1387.11328125,1445.6,21.8,49826.015625
2026-06-04T05:06:08.628403+00:00Z,1456046080,1388.59375,1451.7,21.8,49841.2890625
2026-06-04T05:06:09.629383+00:00Z,1456885760,1389.39453125,1476.6,21.7,49914.9140625
2026-06-04T05:06:10.630467+00:00Z,1458057216,1390.51171875,1495.4,21.7,49915.10546875
2026-06-04T05:06:11.631433+00:00Z,1474813952,1406.4921875,1465.7,21.7,49934.08984375
2026-06-04T05:06:12.632394+00:00Z,1489403904,1420.40625,1563.0,21.7,49935.2265625
2026-06-04T05:06:13.637797+00:00Z,1498759168,1429.328125,1488.7,21.7,49926.60546875
2026-06-04T05:06:14.639420+00:00Z,1515651072,1445.4375,1494.6,21.6,49971.7109375
2026-06-04T05:06:15.641356+00:00Z,1530593280,1459.6875,1490.3,21.5,50019.9765625
2026-06-04T05:06:16.642397+00:00Z,1551319040,1479.453125,1452.3,21.5,50023.35546875
2026-06-04T05:06:17.649115+00:00Z,1562595328,1490.20703125,1512.1,21.6,50003.51171875
2026-06-04T05:06:18.800009+00:00Z,1579282432,1506.12109375,1100.7,21.5,50012.69140625
2026-06-04T05:06:19.811972+00:00Z,1596436480,1522.48046875,1544.8,21.6,50005.5703125
2026-06-04T05:06:20.813156+00:00Z,1621295104,1546.1875,1504.6,21.6,49984.390625
2026-06-04T05:06:21.814012+00:00Z,1640611840,1564.609375,1518.8,21.6,49992.38671875
2026-06-04T05:06:22.814729+00:00Z,1659461632,1582.5859375,1544.7,21.6,49985.25
2026-06-04T05:06:23.815985+00:00Z,1674829824,1597.2421875,1576.0,21.6,49973.08203125
2026-06-04T05:06:24.816824+00:00Z,1693659136,1615.19921875,1554.7,21.6,49967.578125
2026-06-04T05:06:25.818385+00:00Z,1713065984,1633.70703125,1547.4,21.6,49949.71484375
2026-06-04T05:06:26.819258+00:00Z,1734496256,1654.14453125,1550.9,21.7,49929.1484375
2026-06-04T05:06:27.820107+00:00Z,1752133632,1670.96484375,1559.3,21.7,49913.359375
2026-06-04T05:06:28.821120+00:00Z,1770856448,1688.8203125,1546.7,21.7,49903.03125
2026-06-04T05:06:29.822075+00:00Z,1790627840,1707.67578125,1532.5,21.8,49873.82421875
2026-06-04T05:06:30.823000+00:00Z,1808044032,1724.28515625,1546.5,21.8,49835.0
2026-06-04T05:06:31.824432+00:00Z,1827983360,1743.30078125,1521.1,21.8,49835.28515625
2026-06-04T05:06:32.825190+00:00Z,1852588032,1766.765625,1513.8,21.9,49809.65234375
2026-06-04T05:06:33.825970+00:00Z,1872494592,1785.75,1535.7,21.9,49789.6640625
2026-06-04T05:06:34.826968+00:00Z,1886986240,1799.5703125,1493.5,21.9,49776.03125
2026-06-04T05:06:35.827781+00:00Z,1897185280,1809.296875,1499.9,21.9,49781.2265625
2026-06-04T05:06:36.833518+00:00Z,1912528896,1823.9296875,1488.8,21.9,49779.81640625
2026-06-04T05:06:37.841518+00:00Z,1922629632,1833.5625,1501.6,21.9,49780.5
2026-06-04T05:06:38.847339+00:00Z,1931177984,1841.71484375,1459.4,21.9,49757.80078125
2026-06-04T05:06:39.862532+00:00Z,1940926464,1851.01171875,1469.8,21.9,49775.43359375
2026-06-04T05:06:40.863341+00:00Z,1952309248,1861.8671875,1530.9,22.0,49748.125
2026-06-04T05:06:41.863969+00:00Z,1969143808,1877.921875,1506.1,22.0,49755.23828125
2026-06-04T05:06:42.864812+00:00Z,1981599744,1889.80078125,1514.6,22.2,49583.52734375
2026-06-04T05:06:43.866071+00:00Z,1998913536,1906.3125,1496.1,22.2,49597.296875
2026-06-04T05:06:44.866945+00:00Z,2005143552,1912.25390625,1502.7,22.2,49600.1953125
2026-06-04T05:06:45.867778+00:00Z,2017685504,1924.21484375,1531.9,22.2,49596.84765625
2026-06-04T05:06:46.868681+00:00Z,2032398336,1938.24609375,1515.6,22.2,49577.41796875
2026-06-04T05:06:47.873103+00:00Z,2048380928,1953.48828125,1501.3,22.2,49571.23828125
2026-06-04T05:06:48.873854+00:00Z,2059292672,1963.89453125,1470.8,22.3,49562.5078125
2026-06-04T05:06:49.874667+00:00Z,2076299264,1980.11328125,1512.9,22.3,49533.0625
2026-06-04T05:06:50.875311+00:00Z,2089725952,1992.91796875,1477.1,22.3,49545.0625
2026-06-04T05:06:51.876165+00:00Z,2102226944,2004.83984375,1501.2,22.3,49531.0078125
2026-06-04T05:06:52.877694+00:00Z,2111234048,2013.4296875,1497.1,22.3,49530.1953125
2026-06-04T05:06:53.885754+00:00Z,2120556544,2022.3203125,1485.4,22.3,49532.69140625
2026-06-04T05:06:54.896363+00:00Z,2133041152,2034.2265625,1522.7,22.3,49525.44140625
2026-06-04T05:06:55.900364+00:00Z,2141892608,2042.66796875,1495.0,22.3,49521.85546875
2026-06-04T05:06:56.901520+00:00Z,2151079936,2051.4296875,1485.1,22.3,49517.73828125
2026-06-04T05:06:58.161192+00:00Z,2158960640,2058.9453125,994.6,22.3,49502.6171875
2026-06-04T05:06:59.178207+00:00Z,2168532992,2068.07421875,1465.9,22.4,49499.4609375
2026-06-04T05:07:00.180274+00:00Z,2180493312,2079.48046875,1474.9,22.4,49497.72265625
2026-06-04T05:07:01.183242+00:00Z,2194341888,2092.6875,1487.8,22.4,49486.234375
2026-06-04T05:07:02.187608+00:00Z,2204131328,2102.0234375,1477.4,22.4,49475.67578125
2026-06-04T05:07:03.188286+00:00Z,2210697216,2108.28515625,1503.9,22.4,49455.76953125
2026-06-04T05:07:04.189223+00:00Z,2219655168,2116.828125,1480.6,22.4,49464.16796875
2026-06-04T05:07:05.190022+00:00Z,2230173696,2126.859375,1499.9,22.4,49450.96875
2026-06-04T05:07:06.190721+00:00Z,2246389760,2142.32421875,1489.6,22.5,49420.64453125
2026-06-04T05:07:07.191800+00:00Z,2254086144,2149.6640625,1520.7,22.5,49429.1484375
2026-06-04T05:07:08.192927+00:00Z,2266120192,2161.140625,1485.1,22.5,49402.0390625
2026-06-04T05:07:09.194238+00:00Z,2274971648,2169.58203125,1511.0,22.5,49416.25
2026-06-04T05:07:10.195200+00:00Z,2286551040,2180.625,1509.7,22.5,49399.55859375
2026-06-04T05:07:11.196950+00:00Z,2295619584,2189.2734375,1456.5,22.5,49386.01171875
2026-06-04T05:07:12.197781+00:00Z,2306945024,2200.07421875,1459.8,22.6,49367.796875
2026-06-04T05:07:13.203459+00:00Z,2313981952,2206.78515625,1487.3,22.6,49344.8515625
2026-06-04T05:07:14.204348+00:00Z,2321522688,2213.9765625,1489.9,22.6,49358.0546875
2026-06-04T05:07:15.205195+00:00Z,2336333824,2228.1015625,1503.7,22.6,49342.40234375
