ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-04T02:59:21.585584+00:00Z,1095344128,1044.6015625,1358.4,20.9,50440.15625
2026-06-04T02:59:22.602524+00:00Z,1095987200,1045.21484375,1546.3,20.9,50442.23828125
2026-06-04T02:59:23.603333+00:00Z,1096015872,1045.2421875,1598.8,20.8,50459.3515625
2026-06-04T02:59:24.604326+00:00Z,1096019968,1045.24609375,1599.5,20.8,50471.25
2026-06-04T02:59:25.604925+00:00Z,1096019968,1045.24609375,1598.9,20.8,50479.9140625
2026-06-04T02:59:26.605744+00:00Z,1096019968,1045.24609375,1599.7,20.8,50491.94921875
2026-06-04T02:59:27.606890+00:00Z,1096019968,1045.24609375,1598.2,20.8,50502.83984375
2026-06-04T02:59:28.607710+00:00Z,1096019968,1045.24609375,1599.7,20.7,50534.0078125
2026-06-04T02:59:29.608813+00:00Z,1096019968,1045.24609375,1600.2,20.7,50550.42578125
2026-06-04T02:59:30.609904+00:00Z,1096019968,1045.24609375,1599.3,20.7,50545.41015625
2026-06-04T02:59:31.610737+00:00Z,1096019968,1045.24609375,1599.6,20.7,50581.515625
2026-06-04T02:59:32.612071+00:00Z,1096019968,1045.24609375,1599.8,20.6,50593.078125
2026-06-04T02:59:33.613001+00:00Z,1096019968,1045.24609375,1600.5,20.6,50601.84375
2026-06-04T02:59:34.613936+00:00Z,1096019968,1045.24609375,1598.1,20.6,50616.015625
2026-06-04T02:59:35.615120+00:00Z,1096019968,1045.24609375,1599.8,20.6,50627.36328125
2026-06-04T02:59:36.615861+00:00Z,1096019968,1045.24609375,1599.6,20.6,50623.5234375
2026-06-04T02:59:37.617078+00:00Z,1096019968,1045.24609375,1599.1,20.6,50586.29296875
2026-06-04T02:59:38.617977+00:00Z,1096019968,1045.24609375,1594.7,20.7,50524.7265625
2026-06-04T02:59:39.618834+00:00Z,1096019968,1045.24609375,1597.3,20.7,50532.7421875
2026-06-04T02:59:40.619869+00:00Z,1096019968,1045.24609375,1599.5,20.7,50550.8828125
2026-06-04T02:59:41.622243+00:00Z,1096019968,1045.24609375,1600.2,20.7,50544.92578125
2026-06-04T02:59:42.623369+00:00Z,1096019968,1045.24609375,1599.0,20.7,50551.06640625
2026-06-04T02:59:43.625403+00:00Z,1096019968,1045.24609375,1598.8,20.7,50557.234375
2026-06-04T02:59:44.627388+00:00Z,1096019968,1045.24609375,1598.9,20.7,50558.59375
2026-06-04T02:59:45.629364+00:00Z,1096019968,1045.24609375,1600.0,20.7,50575.1328125
2026-06-04T02:59:46.631444+00:00Z,1096019968,1045.24609375,1599.5,20.7,50580.60546875
2026-06-04T02:59:47.633415+00:00Z,1096019968,1045.24609375,1598.8,20.6,50591.44140625
2026-06-04T02:59:48.635430+00:00Z,1096019968,1045.24609375,1598.9,20.6,50610.1875
2026-06-04T02:59:49.637413+00:00Z,1096019968,1045.24609375,1599.7,20.6,50616.67578125
2026-06-04T02:59:50.639644+00:00Z,1096019968,1045.24609375,1599.5,20.6,50603.3203125
2026-06-04T02:59:51.641359+00:00Z,1096019968,1045.24609375,1599.5,20.6,50629.96484375
2026-06-04T02:59:52.643397+00:00Z,1096019968,1045.24609375,1599.5,20.6,50628.78515625
2026-06-04T02:59:53.645800+00:00Z,1096019968,1045.24609375,1600.2,20.6,50631.6875
2026-06-04T02:59:54.647567+00:00Z,1096019968,1045.24609375,1597.4,20.6,50607.6328125
2026-06-04T02:59:55.649366+00:00Z,1096019968,1045.24609375,1600.1,20.6,50636.015625
2026-06-04T02:59:56.651366+00:00Z,1096019968,1045.24609375,1599.8,20.6,50635.109375
2026-06-04T02:59:57.653432+00:00Z,1096019968,1045.24609375,1598.7,20.6,50631.6015625
2026-06-04T02:59:58.655602+00:00Z,1096019968,1045.24609375,1599.5,20.6,50639.921875
2026-06-04T02:59:59.657466+00:00Z,1096019968,1045.24609375,1599.0,20.6,50624.40625
2026-06-04T03:00:00.659364+00:00Z,1096019968,1045.24609375,1599.0,20.6,50647.21484375
2026-06-04T03:00:01.661366+00:00Z,1096019968,1045.24609375,1599.8,20.6,50646.7890625
2026-06-04T03:00:02.663367+00:00Z,1096019968,1045.24609375,1599.8,20.6,50646.890625
2026-06-04T03:00:03.665400+00:00Z,1096019968,1045.24609375,1599.5,20.5,50654.9765625
2026-06-04T03:00:04.667388+00:00Z,1096019968,1045.24609375,1598.8,20.6,50639.11328125
2026-06-04T03:00:05.669362+00:00Z,1096019968,1045.24609375,1600.1,20.5,50655.1953125
2026-06-04T03:00:06.671701+00:00Z,1096019968,1045.24609375,1598.0,20.5,50651.29296875
2026-06-04T03:00:07.695453+00:00Z,1096019968,1045.24609375,1600.3,20.5,50650.33984375
2026-06-04T03:00:08.696274+00:00Z,1096019968,1045.24609375,1599.5,20.5,50651.50390625
2026-06-04T03:00:09.697306+00:00Z,1096019968,1045.24609375,1599.4,20.5,50650.453125
2026-06-04T03:00:10.698345+00:00Z,1096019968,1045.24609375,1599.3,20.6,50645.98046875
2026-06-04T03:00:11.699408+00:00Z,1096019968,1045.24609375,1600.1,20.6,50644.34765625
2026-06-04T03:00:12.701165+00:00Z,1096019968,1045.24609375,1599.6,20.6,50630.3359375
2026-06-04T03:00:13.702109+00:00Z,1096019968,1045.24609375,1599.2,20.5,50657.75390625
2026-06-04T03:00:14.704390+00:00Z,1096019968,1045.24609375,1599.3,20.5,50657.97265625
2026-06-04T03:00:15.706390+00:00Z,1096019968,1045.24609375,1599.8,20.5,50658.05859375
2026-06-04T03:00:16.708361+00:00Z,1096019968,1045.24609375,1599.1,20.5,50656.46875
2026-06-04T03:00:17.710416+00:00Z,1096019968,1045.24609375,1598.4,20.5,50707.15625
2026-06-04T03:00:18.712364+00:00Z,1096019968,1045.24609375,1599.1,20.5,50703.83203125
2026-06-04T03:00:19.714366+00:00Z,1096019968,1045.24609375,1599.8,20.5,50704.90625
2026-06-04T03:00:20.716398+00:00Z,1096019968,1045.24609375,1598.5,20.5,50704.7734375
2026-06-04T03:00:21.718690+00:00Z,1096019968,1045.24609375,1599.4,20.5,50709.2734375
2026-06-04T03:00:22.720355+00:00Z,1096019968,1045.24609375,1600.5,20.5,50708.48046875
2026-06-04T03:00:23.721421+00:00Z,1096019968,1045.24609375,1599.3,20.5,50708.08984375
2026-06-04T03:00:24.723764+00:00Z,1096019968,1045.24609375,1599.1,20.4,50712.6171875
2026-06-04T03:00:25.725437+00:00Z,1096019968,1045.24609375,1599.3,20.5,50706.0078125
2026-06-04T03:00:26.727401+00:00Z,1096019968,1045.24609375,1599.9,20.5,50704.55078125
2026-06-04T03:00:27.729551+00:00Z,1096019968,1045.24609375,1599.6,20.5,50701.42578125
2026-06-04T03:00:28.731842+00:00Z,1096019968,1045.24609375,1600.3,20.5,50702.1484375
2026-06-04T03:00:29.733395+00:00Z,1096019968,1045.24609375,1598.5,20.5,50702.515625
2026-06-04T03:00:30.735396+00:00Z,1096019968,1045.24609375,1598.8,20.5,50704.15234375
2026-06-04T03:00:31.737460+00:00Z,1096019968,1045.24609375,1598.7,20.5,50702.47265625
2026-06-04T03:00:32.739673+00:00Z,1096019968,1045.24609375,1600.7,20.5,50699.66015625
2026-06-04T03:00:33.741409+00:00Z,1096019968,1045.24609375,1599.0,20.5,50702.66796875
2026-06-04T03:00:34.743603+00:00Z,1096019968,1045.24609375,1598.5,20.5,50702.3515625
2026-06-04T03:00:35.745676+00:00Z,1096019968,1045.24609375,1600.8,20.5,50693.9921875
2026-06-04T03:00:36.747619+00:00Z,1096019968,1045.24609375,1599.0,20.5,50697.9375
2026-06-04T03:00:37.749643+00:00Z,1096019968,1045.24609375,1598.8,20.7,50570.4453125
2026-06-04T03:00:38.751360+00:00Z,1096019968,1045.24609375,1598.3,20.8,50513.79296875
2026-06-04T03:00:39.753376+00:00Z,1096019968,1045.24609375,1598.7,20.8,50516.60546875
2026-06-04T03:00:40.755421+00:00Z,1096019968,1045.24609375,1596.5,20.7,50543.71484375
2026-06-04T03:00:41.757401+00:00Z,1096019968,1045.24609375,1599.9,20.7,50562.609375
2026-06-04T03:00:42.759377+00:00Z,1096019968,1045.24609375,1599.1,20.7,50555.578125
2026-06-04T03:00:43.761461+00:00Z,1096019968,1045.24609375,1598.5,20.7,50557.8671875
2026-06-04T03:00:44.763417+00:00Z,1096019968,1045.24609375,1599.8,20.6,50592.35546875
2026-06-04T03:00:45.765477+00:00Z,1096019968,1045.24609375,1599.8,20.6,50595.9296875
2026-06-04T03:00:46.767358+00:00Z,1096019968,1045.24609375,1599.2,20.6,50605.25
2026-06-04T03:00:47.768374+00:00Z,1096019968,1045.24609375,1600.1,20.6,50613.94921875
2026-06-04T03:00:48.770402+00:00Z,1096019968,1045.24609375,1598.7,20.6,50619.33984375
2026-06-04T03:00:49.772857+00:00Z,1096019968,1045.24609375,1601.1,20.6,50625.3203125
2026-06-04T03:00:50.774325+00:00Z,1096019968,1045.24609375,1598.6,20.6,50619.48046875
2026-06-04T03:00:51.776372+00:00Z,1096019968,1045.24609375,1598.9,20.6,50634.8125
2026-06-04T03:00:52.778364+00:00Z,1096019968,1045.24609375,1598.9,20.6,50632.03515625
