ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-05-30T01:06:59.992026+00:00Z,10552684544,10063.82421875,1124.3,36.5,40504.8125
2026-05-30T01:07:00.997840+00:00Z,10554355712,10065.41796875,1464.5,36.5,40508.18359375
2026-05-30T01:07:02.031658+00:00Z,10555785216,10066.78125,1502.8,36.5,40504.98828125
2026-05-30T01:07:03.032507+00:00Z,10557202432,10068.1328125,1503.9,36.4,40518.8828125
2026-05-30T01:07:04.033157+00:00Z,10558263296,10069.14453125,1547.0,36.5,40509.33984375
2026-05-30T01:07:05.033808+00:00Z,10559287296,10070.12109375,1566.0,36.5,40497.55859375
2026-05-30T01:07:06.034469+00:00Z,10560319488,10071.10546875,1562.8,36.4,40526.4453125
2026-05-30T01:07:07.035573+00:00Z,10561019904,10071.7734375,1568.4,36.4,40514.3515625
2026-05-30T01:07:08.036608+00:00Z,10562019328,10072.7265625,1560.1,36.5,40502.97265625
2026-05-30T01:07:09.037738+00:00Z,10562650112,10073.328125,1588.4,36.4,40524.828125
2026-05-30T01:07:10.038688+00:00Z,10563059712,10073.71875,1299.8,36.4,40537.7109375
2026-05-30T01:07:11.039323+00:00Z,10565595136,10076.13671875,1580.9,36.4,40515.421875
2026-05-30T01:07:12.040218+00:00Z,10571796480,10082.05078125,1591.7,36.4,40540.99609375
2026-05-30T01:07:13.041145+00:00Z,10572853248,10083.05859375,1541.4,36.4,40574.171875
2026-05-30T01:07:14.042052+00:00Z,10574544896,10084.671875,1564.7,36.3,40609.66796875
2026-05-30T01:07:15.042770+00:00Z,10576359424,10086.40234375,1594.9,36.3,40622.8984375
2026-05-30T01:07:16.043454+00:00Z,10576650240,10086.6796875,1597.0,36.3,40620.63671875
2026-05-30T01:07:17.044097+00:00Z,10576838656,10086.859375,1598.7,36.3,40635.9609375
2026-05-30T01:07:18.044970+00:00Z,10576855040,10086.875,1597.8,36.2,40653.65625
2026-05-30T01:07:19.045576+00:00Z,10576855040,10086.875,1596.0,36.2,40683.01171875
2026-05-30T01:07:20.046174+00:00Z,10576990208,10087.00390625,1599.0,36.2,40693.109375
2026-05-30T01:07:21.046764+00:00Z,10578710528,10088.64453125,1598.7,36.2,40702.6640625
2026-05-30T01:07:22.047739+00:00Z,10578903040,10088.828125,1595.6,36.2,40688.30078125
2026-05-30T01:07:23.048572+00:00Z,10578903040,10088.828125,1592.3,36.2,40693.58203125
2026-05-30T01:07:24.050038+00:00Z,10578907136,10088.83203125,1598.2,36.2,40690.53125
2026-05-30T01:07:25.050763+00:00Z,10578907136,10088.83203125,1597.8,36.2,40690.5625
2026-05-30T01:07:26.051516+00:00Z,10578915328,10088.83984375,1597.6,36.2,40688.109375
2026-05-30T01:07:27.052540+00:00Z,10578923520,10088.84765625,1597.5,36.2,40700.16796875
2026-05-30T01:07:28.053353+00:00Z,10579079168,10088.99609375,1597.7,36.2,40696.23828125
2026-05-30T01:07:29.054177+00:00Z,10579169280,10089.08203125,1597.7,36.2,40696.01953125
2026-05-30T01:07:30.055026+00:00Z,10579177472,10089.08984375,1598.8,36.2,40700.19921875
2026-05-30T01:07:31.056124+00:00Z,10579177472,10089.08984375,1597.1,36.1,40708.8828125
2026-05-30T01:07:32.056869+00:00Z,10579177472,10089.08984375,1597.7,36.1,40707.81640625
2026-05-30T01:07:33.057885+00:00Z,10579177472,10089.08984375,1598.4,36.2,40702.12109375
2026-05-30T01:07:34.058663+00:00Z,10579177472,10089.08984375,1598.8,36.1,40730.96484375
2026-05-30T01:07:35.059455+00:00Z,10579177472,10089.08984375,1598.3,36.1,40736.421875
2026-05-30T01:07:36.062901+00:00Z,10579177472,10089.08984375,1595.8,36.1,40739.0
2026-05-30T01:07:37.064958+00:00Z,10579177472,10089.08984375,1598.8,36.1,40739.5859375
2026-05-30T01:07:38.066211+00:00Z,10579177472,10089.08984375,1597.7,36.1,40735.88671875
2026-05-30T01:07:39.068942+00:00Z,10579177472,10089.08984375,1597.6,36.1,40747.0859375
2026-05-30T01:07:40.070888+00:00Z,10579177472,10089.08984375,1599.2,36.1,40749.53515625
2026-05-30T01:07:41.072886+00:00Z,10579177472,10089.08984375,1597.7,36.1,40742.796875
2026-05-30T01:07:42.074750+00:00Z,10579177472,10089.08984375,1598.3,36.1,40730.9921875
2026-05-30T01:07:43.077866+00:00Z,10579177472,10089.08984375,1596.6,36.1,40736.46875
2026-05-30T01:07:44.101795+00:00Z,10579177472,10089.08984375,1599.1,36.1,40731.765625
2026-05-30T01:07:45.102570+00:00Z,10579177472,10089.08984375,1598.6,36.1,40752.328125
2026-05-30T01:07:46.103588+00:00Z,10579177472,10089.08984375,1598.2,36.1,40737.95703125
2026-05-30T01:07:47.105239+00:00Z,10579177472,10089.08984375,1597.8,36.1,40737.48828125
2026-05-30T01:07:48.107517+00:00Z,10579177472,10089.08984375,1598.0,36.1,40718.08984375
2026-05-30T01:07:49.108998+00:00Z,10579177472,10089.08984375,1596.4,36.1,40738.3828125
2026-05-30T01:07:50.111987+00:00Z,10579177472,10089.08984375,1597.3,36.1,40739.44921875
2026-05-30T01:07:51.116145+00:00Z,10579177472,10089.08984375,1597.3,36.1,40723.671875
2026-05-30T01:07:52.117703+00:00Z,10579177472,10089.08984375,1598.5,36.1,40743.46484375
2026-05-30T01:07:53.119900+00:00Z,10579177472,10089.08984375,1598.7,36.1,40716.30859375
2026-05-30T01:07:54.121901+00:00Z,10579177472,10089.08984375,1598.8,36.1,40721.01953125
2026-05-30T01:07:55.124355+00:00Z,10579177472,10089.08984375,1598.0,36.1,40731.47265625
2026-05-30T01:07:56.126079+00:00Z,10579177472,10089.08984375,1597.2,36.1,40716.30859375
2026-05-30T01:07:57.127944+00:00Z,10579177472,10089.08984375,1598.9,36.1,40717.7890625
2026-05-30T01:07:58.129926+00:00Z,10579177472,10089.08984375,1597.9,36.1,40738.51171875
2026-05-30T01:07:59.131939+00:00Z,10579177472,10089.08984375,1597.7,36.1,40738.5234375
2026-05-30T01:08:00.134265+00:00Z,10579177472,10089.08984375,1597.4,36.1,40738.2890625
2026-05-30T01:08:01.135921+00:00Z,10579177472,10089.08984375,1598.3,36.1,40719.33203125
2026-05-30T01:08:02.138174+00:00Z,10579177472,10089.08984375,1598.4,36.1,40719.609375
2026-05-30T01:08:03.139941+00:00Z,10579177472,10089.08984375,1598.1,36.1,40727.20703125
2026-05-30T01:08:04.141944+00:00Z,10579177472,10089.08984375,1598.8,36.1,40726.50390625
2026-05-30T01:08:05.143930+00:00Z,10579177472,10089.08984375,1597.8,36.1,40712.57421875
2026-05-30T01:08:06.145886+00:00Z,10579177472,10089.08984375,1598.1,36.1,40731.93359375
2026-05-30T01:08:07.148253+00:00Z,10579177472,10089.08984375,1597.2,36.1,40730.703125
2026-05-30T01:08:08.149893+00:00Z,10579177472,10089.08984375,1598.3,36.1,40731.234375
2026-05-30T01:08:09.151971+00:00Z,10579177472,10089.08984375,1598.7,36.1,40722.234375
2026-05-30T01:08:10.152954+00:00Z,10579177472,10089.08984375,1597.2,36.1,40739.93359375
2026-05-30T01:08:11.154946+00:00Z,10579177472,10089.08984375,1596.7,36.1,40721.72265625
2026-05-30T01:08:12.156925+00:00Z,10579177472,10089.08984375,1598.0,36.1,40722.265625
2026-05-30T01:08:13.158964+00:00Z,10579177472,10089.08984375,1598.7,36.1,40719.5625
2026-05-30T01:08:14.161890+00:00Z,10579177472,10089.08984375,1596.4,36.1,40717.10546875
2026-05-30T01:08:15.162863+00:00Z,10579177472,10089.08984375,1598.8,36.1,40731.328125
2026-05-30T01:08:16.163530+00:00Z,10579177472,10089.08984375,1597.8,36.1,40731.39453125
2026-05-30T01:08:17.164911+00:00Z,10579177472,10089.08984375,1597.5,36.1,40715.6640625
2026-05-30T01:08:18.166556+00:00Z,10579177472,10089.08984375,1597.7,36.1,40716.125
2026-05-30T01:08:19.167666+00:00Z,10579177472,10089.08984375,1598.3,36.1,40720.37109375
2026-05-30T01:08:20.168734+00:00Z,10579177472,10089.08984375,1597.2,36.1,40741.74609375
2026-05-30T01:08:21.169517+00:00Z,10579177472,10089.08984375,1596.8,36.1,40742.75
2026-05-30T01:08:22.170217+00:00Z,10579177472,10089.08984375,1597.7,36.1,40740.43359375
2026-05-30T01:08:23.171195+00:00Z,10579177472,10089.08984375,1597.6,36.1,40734.25
2026-05-30T01:08:24.171868+00:00Z,10579177472,10089.08984375,1598.9,36.1,40734.984375
2026-05-30T01:08:25.172577+00:00Z,10579177472,10089.08984375,1596.9,36.1,40738.47265625
2026-05-30T01:08:26.173459+00:00Z,10579177472,10089.08984375,1597.5,36.1,40738.25
2026-05-30T01:08:27.174538+00:00Z,10579177472,10089.08984375,1599.3,36.1,40737.3125
2026-05-30T01:08:28.175405+00:00Z,10579177472,10089.08984375,1596.6,36.1,40722.15234375
2026-05-30T01:08:29.176279+00:00Z,10579177472,10089.08984375,1597.4,36.1,40733.21875
2026-05-30T01:08:30.177464+00:00Z,10579177472,10089.08984375,1598.4,36.1,40720.42578125
2026-05-30T01:08:31.178114+00:00Z,10579177472,10089.08984375,1597.0,36.1,40739.15234375
2026-05-30T01:08:32.178827+00:00Z,10579177472,10089.08984375,1598.9,36.1,40720.18359375
2026-05-30T01:08:33.180056+00:00Z,10579177472,10089.08984375,1597.8,36.1,40735.62890625
