ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-02T21:46:58.350832+00:00Z,10377056256,9896.33203125,1089.2,41.7,37192.0078125
2026-06-02T21:46:59.352133+00:00Z,10382917632,9901.921875,1456.1,41.6,37214.5390625
2026-06-02T21:47:00.352840+00:00Z,10391965696,9910.55078125,1481.0,41.6,37224.546875
2026-06-02T21:47:01.353756+00:00Z,10399498240,9917.734375,1502.5,41.6,37237.5
2026-06-02T21:47:02.355150+00:00Z,10400927744,9919.09765625,1540.0,41.5,37274.11328125
2026-06-02T21:47:03.355917+00:00Z,10411216896,9928.91015625,1496.7,41.5,37284.83203125
2026-06-02T21:47:04.357051+00:00Z,10418221056,9935.58984375,1524.3,41.5,37278.625
2026-06-02T21:47:05.357897+00:00Z,10425454592,9942.48828125,1573.5,41.5,37323.71484375
2026-06-02T21:47:06.364385+00:00Z,10429669376,9946.5078125,1564.3,41.4,37344.50390625
2026-06-02T21:47:07.372754+00:00Z,10437529600,9954.00390625,1538.8,41.4,37358.859375
2026-06-02T21:47:08.373474+00:00Z,10437820416,9954.28125,1599.8,41.4,37377.76171875
2026-06-02T21:47:09.374577+00:00Z,10439462912,9955.84765625,1599.3,41.3,37399.00390625
2026-06-02T21:47:10.375688+00:00Z,10439483392,9955.8671875,1599.2,41.3,37417.74609375
2026-06-02T21:47:11.376812+00:00Z,10439622656,9956.0,1599.2,41.3,37430.1796875
2026-06-02T21:47:12.377607+00:00Z,10439643136,9956.01953125,1599.5,41.3,37430.5390625
2026-06-02T21:47:13.378687+00:00Z,10439643136,9956.01953125,1598.6,41.2,37453.03515625
2026-06-02T21:47:14.379462+00:00Z,10440253440,9956.6015625,1599.8,41.2,37489.0546875
2026-06-02T21:47:15.380327+00:00Z,10440253440,9956.6015625,1599.5,41.2,37514.02734375
2026-06-02T21:47:16.381442+00:00Z,10440286208,9956.6328125,1599.0,41.1,37540.05078125
2026-06-02T21:47:17.382465+00:00Z,10441007104,9957.3203125,1598.6,41.0,37584.609375
2026-06-02T21:47:18.383212+00:00Z,10441019392,9957.33203125,1598.8,41.0,37630.47265625
2026-06-02T21:47:19.383991+00:00Z,10441019392,9957.33203125,1597.8,40.8,37712.6640625
2026-06-02T21:47:20.384726+00:00Z,10441019392,9957.33203125,1600.8,40.8,37721.3203125
2026-06-02T21:47:21.385494+00:00Z,10441019392,9957.33203125,1598.8,40.8,37735.6328125
2026-06-02T21:47:22.386253+00:00Z,10441027584,9957.33984375,1599.7,40.8,37737.35546875
2026-06-02T21:47:23.387102+00:00Z,10441027584,9957.33984375,1597.8,40.8,37769.4453125
2026-06-02T21:47:24.387780+00:00Z,10441027584,9957.33984375,1598.9,40.8,37770.8984375
2026-06-02T21:47:25.388490+00:00Z,10441035776,9957.34765625,1599.9,40.7,37785.00390625
2026-06-02T21:47:26.389153+00:00Z,10441035776,9957.34765625,1598.9,40.7,37812.5859375
2026-06-02T21:47:27.389860+00:00Z,10441035776,9957.34765625,1598.8,40.7,37822.234375
2026-06-02T21:47:28.390629+00:00Z,10441043968,9957.35546875,1599.8,40.6,37836.12109375
2026-06-02T21:47:29.391332+00:00Z,10441043968,9957.35546875,1598.8,40.9,37706.89453125
2026-06-02T21:47:30.392362+00:00Z,10441072640,9957.3828125,1596.4,40.8,37724.8515625
2026-06-02T21:47:31.393067+00:00Z,10441080832,9957.390625,1597.9,40.8,37739.38671875
2026-06-02T21:47:32.393723+00:00Z,10441080832,9957.390625,1599.9,40.8,37729.3515625
2026-06-02T21:47:33.394368+00:00Z,10441080832,9957.390625,1598.8,40.8,37762.59375
2026-06-02T21:47:34.395265+00:00Z,10441080832,9957.390625,1599.7,40.8,37769.30078125
2026-06-02T21:47:35.395904+00:00Z,10441080832,9957.390625,1598.0,40.7,37788.90625
2026-06-02T21:47:36.396734+00:00Z,10441080832,9957.390625,1599.4,40.7,37790.63671875
2026-06-02T21:47:37.397954+00:00Z,10441080832,9957.390625,1596.3,40.7,37821.26171875
2026-06-02T21:47:38.398782+00:00Z,10441080832,9957.390625,1598.5,40.7,37826.75390625
