ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-02T21:43:08.886675+00:00Z,10233487360,9759.4140625,1031.0,41.4,37347.63671875
2026-06-02T21:43:09.892882+00:00Z,10239881216,9765.51171875,1456.0,41.4,37363.29296875
2026-06-02T21:43:10.893636+00:00Z,10241232896,9766.80078125,1554.7,41.4,37361.66796875
2026-06-02T21:43:11.894527+00:00Z,10243620864,9769.078125,1596.6,41.4,37385.12890625
2026-06-02T21:43:12.895596+00:00Z,10243895296,9769.33984375,1599.1,41.3,37400.8046875
2026-06-02T21:43:13.897099+00:00Z,10243960832,9769.40234375,1598.3,41.3,37412.84375
2026-06-02T21:43:14.899440+00:00Z,10244145152,9769.578125,1595.2,41.3,37395.74609375
2026-06-02T21:43:15.901381+00:00Z,10244145152,9769.578125,1595.2,41.3,37406.48046875
2026-06-02T21:43:16.903381+00:00Z,10244173824,9769.60546875,1596.9,41.3,37423.08984375
2026-06-02T21:43:17.905399+00:00Z,10244194304,9769.625,1597.6,41.3,37439.14453125
2026-06-02T21:43:18.907389+00:00Z,10244194304,9769.625,1599.0,41.3,37430.2734375
2026-06-02T21:43:19.909383+00:00Z,10244194304,9769.625,1597.8,41.3,37435.171875
2026-06-02T21:43:20.911666+00:00Z,10244194304,9769.625,1595.4,41.3,37442.4453125
2026-06-02T21:43:21.913537+00:00Z,10244194304,9769.625,1597.0,41.2,37487.15234375
2026-06-02T21:43:22.915373+00:00Z,10244214784,9769.64453125,1597.1,41.2,37507.76171875
2026-06-02T21:43:23.917378+00:00Z,10244276224,9769.703125,1598.8,41.1,37526.1171875
2026-06-02T21:43:24.919382+00:00Z,10244276224,9769.703125,1597.8,41.1,37537.66015625
2026-06-02T21:43:25.921386+00:00Z,10244276224,9769.703125,1596.8,41.0,37596.78515625
2026-06-02T21:43:26.923402+00:00Z,10244276224,9769.703125,1596.7,41.0,37608.67578125
2026-06-02T21:43:27.925391+00:00Z,10244313088,9769.73828125,1598.9,41.0,37629.37890625
2026-06-02T21:43:28.927464+00:00Z,10244313088,9769.73828125,1598.8,40.9,37656.30078125
2026-06-02T21:43:29.929380+00:00Z,10244313088,9769.73828125,1597.9,41.0,37583.79296875
2026-06-02T21:43:30.931630+00:00Z,10244313088,9769.73828125,1596.4,41.0,37609.9921875
2026-06-02T21:43:31.933365+00:00Z,10244313088,9769.73828125,1599.3,41.0,37641.38671875
2026-06-02T21:43:32.935389+00:00Z,10244730880,9770.13671875,1597.7,40.9,37667.5546875
2026-06-02T21:43:33.937839+00:00Z,10244730880,9770.13671875,1599.0,40.9,37648.0625
2026-06-02T21:43:34.940010+00:00Z,10244730880,9770.13671875,1593.5,40.9,37679.2265625
2026-06-02T21:43:35.942392+00:00Z,10244730880,9770.13671875,1594.3,40.8,37713.7578125
2026-06-02T21:43:36.944386+00:00Z,10244730880,9770.13671875,1599.9,40.8,37724.28125
2026-06-02T21:43:37.946455+00:00Z,10244730880,9770.13671875,1597.8,40.7,37779.74609375
2026-06-02T21:43:38.948385+00:00Z,10244730880,9770.13671875,1598.8,40.7,37788.35546875
2026-06-02T21:43:39.950373+00:00Z,10244730880,9770.13671875,1598.9,40.7,37803.296875
2026-06-02T21:43:40.952416+00:00Z,10244730880,9770.13671875,1599.5,40.7,37817.75390625
2026-06-02T21:43:41.954376+00:00Z,10244730880,9770.13671875,1598.1,40.6,37840.45703125
2026-06-02T21:43:42.956368+00:00Z,10244730880,9770.13671875,1598.8,40.6,37861.25
2026-06-02T21:43:43.958395+00:00Z,10244730880,9770.13671875,1597.7,40.6,37888.86328125
2026-06-02T21:43:44.960382+00:00Z,10244730880,9770.13671875,1594.7,40.6,37857.8515625
2026-06-02T21:43:45.965571+00:00Z,10244730880,9770.13671875,1589.7,40.5,37908.67578125
2026-06-02T21:43:46.967049+00:00Z,10244730880,9770.13671875,1599.8,40.5,37927.29296875
2026-06-02T21:43:47.968130+00:00Z,10245177344,9770.5625,1599.3,40.5,37944.4140625
2026-06-02T21:43:48.969535+00:00Z,10245206016,9770.58984375,1598.5,40.5,37951.86328125
2026-06-02T21:43:49.971398+00:00Z,10245206016,9770.58984375,1600.0,40.5,37958.31640625
2026-06-02T21:43:50.976399+00:00Z,10245206016,9770.58984375,1598.2,40.4,37969.07421875
2026-06-02T21:43:51.977505+00:00Z,10245206016,9770.58984375,1599.0,40.4,38015.625
2026-06-02T21:43:52.983075+00:00Z,10245206016,9770.58984375,1600.4,40.4,38015.7578125
2026-06-02T21:43:53.984635+00:00Z,10245206016,9770.58984375,1598.5,40.4,38020.796875
2026-06-02T21:43:54.986082+00:00Z,10245206016,9770.58984375,1599.7,40.3,38033.1953125
2026-06-02T21:43:55.987365+00:00Z,10245206016,9770.58984375,1599.0,40.3,38033.3828125
2026-06-02T21:43:56.989426+00:00Z,10245206016,9770.58984375,1599.4,40.3,38035.58984375
2026-06-02T21:43:57.993638+00:00Z,10245242880,9770.625,1598.5,40.3,38047.125
2026-06-02T21:43:58.995231+00:00Z,10245242880,9770.625,1599.5,40.2,38112.70703125
2026-06-02T21:44:00.000080+00:00Z,10245242880,9770.625,1594.2,40.2,38105.0546875
2026-06-02T21:44:01.001245+00:00Z,10245242880,9770.625,1598.2,40.2,38110.140625
2026-06-02T21:44:02.002402+00:00Z,10245242880,9770.625,1598.0,40.5,37946.31640625
2026-06-02T21:44:03.004955+00:00Z,10245242880,9770.625,1599.0,40.3,38046.03125
2026-06-02T21:44:04.007405+00:00Z,10245242880,9770.625,1597.2,40.2,38098.6328125
2026-06-02T21:44:05.009060+00:00Z,10245242880,9770.625,1598.1,40.2,38092.38671875
2026-06-02T21:44:06.010797+00:00Z,10245242880,9770.625,1597.6,40.2,38095.51953125
2026-06-02T21:44:07.012109+00:00Z,10245242880,9770.625,1600.6,40.2,38097.60546875
2026-06-02T21:44:08.014410+00:00Z,10245242880,9770.625,1598.2,40.2,38098.96484375
2026-06-02T21:44:09.016980+00:00Z,10245242880,9770.625,1600.1,40.2,38129.12109375
2026-06-02T21:44:10.017952+00:00Z,10245242880,9770.625,1599.4,40.2,38127.3203125
2026-06-02T21:44:11.019370+00:00Z,10245242880,9770.625,1598.1,40.2,38113.03125
2026-06-02T21:44:12.023530+00:00Z,10245246976,9770.62890625,1598.1,40.2,38109.8828125
2026-06-02T21:44:13.024674+00:00Z,10245246976,9770.62890625,1598.2,40.2,38109.03515625
2026-06-02T21:44:14.026409+00:00Z,10245246976,9770.62890625,1600.0,40.2,38123.859375
2026-06-02T21:44:15.028396+00:00Z,10245246976,9770.62890625,1598.8,40.2,38148.14453125
2026-06-02T21:44:16.030524+00:00Z,10245246976,9770.62890625,1596.8,40.2,38097.02734375
2026-06-02T21:44:17.032427+00:00Z,10245246976,9770.62890625,1596.7,40.2,38125.9375
2026-06-02T21:44:18.034426+00:00Z,10245246976,9770.62890625,1600.1,40.2,38126.1171875
2026-06-02T21:44:19.036534+00:00Z,10245246976,9770.62890625,1599.7,40.2,38129.7578125
2026-06-02T21:44:20.038567+00:00Z,10245246976,9770.62890625,1598.8,40.2,38130.49609375
2026-06-02T21:44:21.040391+00:00Z,10245246976,9770.62890625,1601.0,40.2,38128.68359375
2026-06-02T21:44:22.042453+00:00Z,10245246976,9770.62890625,1598.7,40.2,38108.1328125
2026-06-02T21:44:23.044370+00:00Z,10245246976,9770.62890625,1598.9,40.2,38122.05859375
2026-06-02T21:44:24.046420+00:00Z,10245246976,9770.62890625,1597.7,40.2,38121.1171875
2026-06-02T21:44:25.047915+00:00Z,10245435392,9770.80859375,1600.6,40.2,38125.7890625
2026-06-02T21:44:26.049376+00:00Z,10245435392,9770.80859375,1597.7,40.2,38122.5703125
2026-06-02T21:44:27.053531+00:00Z,10245435392,9770.80859375,1599.3,40.2,38116.0859375
2026-06-02T21:44:28.054624+00:00Z,10245435392,9770.80859375,1599.2,40.2,38091.10546875
2026-06-02T21:44:29.056377+00:00Z,10245435392,9770.80859375,1600.2,40.3,38067.0390625
2026-06-02T21:44:30.058530+00:00Z,10245435392,9770.80859375,1599.0,40.4,37965.98046875
2026-06-02T21:44:31.061369+00:00Z,10245435392,9770.80859375,1599.0,40.4,37982.73046875
2026-06-02T21:44:32.065590+00:00Z,10245435392,9770.80859375,1598.2,40.4,37992.62109375
2026-06-02T21:44:33.066686+00:00Z,10245435392,9770.80859375,1599.0,40.4,38009.9921875
2026-06-02T21:44:34.068461+00:00Z,10245435392,9770.80859375,1599.4,40.4,37987.578125
2026-06-02T21:44:35.072820+00:00Z,10245435392,9770.80859375,1600.8,40.3,38031.66015625
2026-06-02T21:44:36.074921+00:00Z,10245435392,9770.80859375,1597.9,40.3,38037.234375
2026-06-02T21:44:37.078385+00:00Z,10245435392,9770.80859375,1600.5,40.3,38041.34765625
2026-06-02T21:44:38.080395+00:00Z,10245435392,9770.80859375,1599.7,40.3,38066.05078125
2026-06-02T21:44:39.082368+00:00Z,10245435392,9770.80859375,1598.9,40.3,38074.48828125
2026-06-02T21:44:40.207389+00:00Z,10245435392,9770.80859375,1355.3,40.3,38040.25
2026-06-02T21:44:41.212458+00:00Z,10245435392,9770.80859375,1589.4,40.3,38066.4375
2026-06-02T21:44:42.213205+00:00Z,10245435392,9770.80859375,1598.8,40.2,38092.54296875
2026-06-02T21:44:43.214009+00:00Z,10245435392,9770.80859375,1597.6,40.2,38112.82421875
2026-06-02T21:44:44.214913+00:00Z,10245435392,9770.80859375,1597.6,40.2,38103.609375
2026-06-02T21:44:45.218984+00:00Z,10245435392,9770.80859375,1599.5,40.2,38103.3125
2026-06-02T21:44:46.220346+00:00Z,10245435392,9770.80859375,1597.7,40.2,38101.90234375
2026-06-02T21:44:47.221286+00:00Z,10245435392,9770.80859375,1597.6,40.3,38079.8359375
2026-06-02T21:44:48.222341+00:00Z,10245435392,9770.80859375,1598.4,40.3,38083.25390625
2026-06-02T21:44:49.223129+00:00Z,10245435392,9770.80859375,1598.7,40.3,38083.90234375
2026-06-02T21:44:50.223940+00:00Z,10245435392,9770.80859375,1597.6,40.3,38077.48828125
2026-06-02T21:44:51.224873+00:00Z,10245902336,9771.25390625,1599.5,40.2,38089.9609375
2026-06-02T21:44:52.225870+00:00Z,10245902336,9771.25390625,1599.2,40.3,38081.734375
2026-06-02T21:44:53.226945+00:00Z,10245902336,9771.25390625,1597.6,40.2,38102.4765625
2026-06-02T21:44:54.227880+00:00Z,10245902336,9771.25390625,1597.5,40.5,37901.81640625
2026-06-02T21:44:55.229521+00:00Z,10245902336,9771.25390625,1591.2,40.8,37738.125
2026-06-02T21:44:56.233529+00:00Z,10245902336,9771.25390625,1597.8,40.5,37909.51953125
2026-06-02T21:44:57.239097+00:00Z,10245902336,9771.25390625,1600.0,40.5,37921.0859375
2026-06-02T21:44:58.240222+00:00Z,10245902336,9771.25390625,1598.3,40.4,37968.171875
2026-06-02T21:44:59.241279+00:00Z,10245902336,9771.25390625,1599.3,40.4,38017.19140625
2026-06-02T21:45:00.242707+00:00Z,10245902336,9771.25390625,1597.5,40.3,38073.796875
2026-06-02T21:45:01.244380+00:00Z,10245902336,9771.25390625,1600.5,40.2,38096.73046875
2026-06-02T21:45:02.246411+00:00Z,10245902336,9771.25390625,1598.8,40.2,38113.28515625
2026-06-02T21:45:03.248373+00:00Z,10245902336,9771.25390625,1599.9,40.2,38118.67578125
2026-06-02T21:45:04.250465+00:00Z,10245902336,9771.25390625,1597.6,40.2,38132.29296875
2026-06-02T21:45:05.252384+00:00Z,10245902336,9771.25390625,1598.9,40.2,38123.51171875
2026-06-02T21:45:06.254417+00:00Z,10245902336,9771.25390625,1599.5,40.2,38127.88671875
2026-06-02T21:45:07.256371+00:00Z,10245902336,9771.25390625,1600.2,40.2,38137.85546875
2026-06-02T21:45:08.258471+00:00Z,10245902336,9771.25390625,1599.7,40.2,38142.7890625
2026-06-02T21:45:09.259554+00:00Z,10245902336,9771.25390625,1598.0,40.2,38144.92578125
2026-06-02T21:45:10.264911+00:00Z,10245902336,9771.25390625,1599.7,40.2,38146.703125
2026-06-02T21:45:11.265947+00:00Z,10245902336,9771.25390625,1601.0,40.2,38146.01953125
2026-06-02T21:45:12.268417+00:00Z,10245902336,9771.25390625,1598.1,40.2,38126.71875
2026-06-02T21:45:13.270377+00:00Z,10245902336,9771.25390625,1598.1,40.2,38147.98828125
2026-06-02T21:45:14.272418+00:00Z,10245902336,9771.25390625,1599.4,40.3,38054.8046875
