ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-01T20:24:10.041225+00:00Z,10217050112,9743.73828125,1186.3,43.2,36179.64453125
2026-06-01T20:24:11.044425+00:00Z,10220974080,9747.48046875,1585.9,43.3,36133.734375
2026-06-01T20:24:12.045051+00:00Z,10221584384,9748.0625,1598.0,43.3,36139.93359375
2026-06-01T20:24:13.045651+00:00Z,10221731840,9748.203125,1599.9,43.2,36198.58203125
2026-06-01T20:24:14.046340+00:00Z,10221805568,9748.2734375,1601.0,43.2,36207.515625
2026-06-01T20:24:15.046953+00:00Z,10221871104,9748.3359375,1597.9,43.2,36217.73046875
2026-06-01T20:24:16.047745+00:00Z,10221985792,9748.4453125,1600.7,43.2,36225.53515625
2026-06-01T20:24:17.048519+00:00Z,10222014464,9748.47265625,1598.9,43.2,36208.70703125
2026-06-01T20:24:18.049118+00:00Z,10222039040,9748.49609375,1601.0,43.2,36237.08203125
2026-06-01T20:24:19.049815+00:00Z,10222039040,9748.49609375,1597.8,43.1,36244.9921875
2026-06-01T20:24:20.050595+00:00Z,10222051328,9748.5078125,1600.7,43.1,36253.83203125
2026-06-01T20:24:21.051603+00:00Z,10222055424,9748.51171875,1599.3,43.1,36263.1328125
2026-06-01T20:24:22.052521+00:00Z,10222063616,9748.51953125,1598.6,43.1,36271.6640625
2026-06-01T20:24:23.053442+00:00Z,10222088192,9748.54296875,1600.2,43.1,36271.4296875
2026-06-01T20:24:24.055013+00:00Z,10222194688,9748.64453125,1599.0,43.1,36271.1640625
2026-06-01T20:24:25.055946+00:00Z,10222194688,9748.64453125,1600.3,43.1,36283.0234375
2026-06-01T20:24:26.056831+00:00Z,10222202880,9748.65234375,1599.7,43.1,36291.12890625
2026-06-01T20:24:27.057691+00:00Z,10222202880,9748.65234375,1599.7,43.1,36298.98046875
2026-06-01T20:24:28.058450+00:00Z,10222202880,9748.65234375,1599.5,43.1,36278.46484375
2026-06-01T20:24:29.059339+00:00Z,10222202880,9748.65234375,1598.8,43.1,36290.421875
2026-06-01T20:24:30.059960+00:00Z,10222211072,9748.66015625,1598.8,43.0,36331.37890625
2026-06-01T20:24:31.061243+00:00Z,10222211072,9748.66015625,1600.0,43.0,36340.43359375
2026-06-01T20:24:32.062093+00:00Z,10222211072,9748.66015625,1599.8,43.0,36347.2578125
2026-06-01T20:24:33.062718+00:00Z,10222219264,9748.66796875,1599.0,43.0,36353.6328125
2026-06-01T20:24:34.063342+00:00Z,10222219264,9748.66796875,1599.9,43.0,36328.359375
2026-06-01T20:24:35.064505+00:00Z,10222219264,9748.66796875,1600.2,43.0,36330.5390625
2026-06-01T20:24:36.065266+00:00Z,10222231552,9748.6796875,1599.7,43.0,36364.5546875
2026-06-01T20:24:37.066452+00:00Z,10222231552,9748.6796875,1598.8,42.9,36369.15234375
2026-06-01T20:24:38.067334+00:00Z,10222231552,9748.6796875,1601.0,42.9,36375.9296875
2026-06-01T20:24:39.068085+00:00Z,10222231552,9748.6796875,1599.8,42.9,36376.796875
2026-06-01T20:24:40.068871+00:00Z,10222231552,9748.6796875,1597.7,43.0,36348.75390625
2026-06-01T20:24:41.069597+00:00Z,10222235648,9748.68359375,1598.9,42.9,36369.83203125
2026-06-01T20:24:42.070213+00:00Z,10222235648,9748.68359375,1601.0,42.9,36372.453125
2026-06-01T20:24:43.070840+00:00Z,10222235648,9748.68359375,1598.0,42.9,36377.5234375
2026-06-01T20:24:44.071473+00:00Z,10222235648,9748.68359375,1601.0,42.9,36381.921875
2026-06-01T20:24:45.072064+00:00Z,10222235648,9748.68359375,1598.0,42.9,36376.1171875
2026-06-01T20:24:46.072819+00:00Z,10222235648,9748.68359375,1600.8,43.0,36350.015625
2026-06-01T20:24:47.073430+00:00Z,10222260224,9748.70703125,1600.0,42.9,36377.93359375
