ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-02T03:52:09.738177+00:00Z,11995639808,11439.93359375,1185.3,47.3,33603.3671875
2026-06-02T03:52:10.739139+00:00Z,11996553216,11440.8046875,1578.4,47.3,33607.71875
2026-06-02T03:52:11.739960+00:00Z,11997220864,11441.44140625,1559.8,47.3,33626.80078125
2026-06-02T03:52:12.740863+00:00Z,11997700096,11441.8984375,1578.5,47.2,33631.39453125
2026-06-02T03:52:13.741833+00:00Z,11998425088,11442.58984375,1497.7,47.2,33635.71875
2026-06-02T03:52:14.742884+00:00Z,11998797824,11442.9453125,1565.2,47.3,33621.63671875
2026-06-02T03:52:15.744012+00:00Z,11999322112,11443.4453125,1533.4,47.2,33643.25390625
2026-06-02T03:52:16.745137+00:00Z,11999739904,11443.84375,1549.8,47.2,33647.859375
2026-06-02T03:52:17.746346+00:00Z,12000419840,11444.4921875,1588.6,47.2,33651.49609375
2026-06-02T03:52:18.747076+00:00Z,12000997376,11445.04296875,1575.6,47.2,33649.16015625
2026-06-02T03:52:19.748182+00:00Z,12001333248,11445.36328125,1580.5,47.2,33657.55859375
2026-06-02T03:52:20.748878+00:00Z,12001841152,11445.84765625,1592.8,47.2,33664.53125
2026-06-02T03:52:21.750318+00:00Z,12002312192,11446.296875,1592.8,47.2,33681.6015625
2026-06-02T03:52:22.751004+00:00Z,12002865152,11446.82421875,1576.9,47.2,33689.234375
2026-06-02T03:52:23.751664+00:00Z,12003250176,11447.19140625,1595.0,47.1,33704.65625
2026-06-02T03:52:24.752313+00:00Z,12003614720,11447.5390625,1597.0,47.1,33722.63671875
2026-06-02T03:52:25.752927+00:00Z,12004126720,11448.02734375,1592.0,47.1,33738.57421875
2026-06-02T03:52:26.755405+00:00Z,12005421056,11449.26171875,1592.0,47.0,33759.73046875
2026-06-02T03:52:27.756764+00:00Z,12007817216,11451.546875,1560.8,47.0,33781.12109375
2026-06-02T03:52:28.759468+00:00Z,12010348544,11453.9609375,1577.8,47.0,33799.21875
2026-06-02T03:52:29.760279+00:00Z,12010807296,11454.3984375,1596.7,47.0,33806.296875
2026-06-02T03:52:30.761366+00:00Z,12013473792,11456.94140625,1572.3,47.0,33816.3125
2026-06-02T03:52:31.762254+00:00Z,12014956544,11458.35546875,1584.9,46.9,33822.6015625
2026-06-02T03:52:32.764367+00:00Z,12016885760,11460.1953125,1588.3,46.9,33822.1328125
2026-06-02T03:52:33.765349+00:00Z,12018913280,11462.12890625,1580.4,46.9,33826.16015625
2026-06-02T03:52:34.766352+00:00Z,12020912128,11464.03515625,1585.4,46.8,33885.3515625
2026-06-02T03:52:35.767351+00:00Z,12022730752,11465.76953125,1596.0,46.8,33888.3203125
2026-06-02T03:52:36.769346+00:00Z,12024532992,11467.48828125,1596.2,46.8,33891.5234375
2026-06-02T03:52:37.770345+00:00Z,12025397248,11468.3125,1595.4,46.8,33896.08984375
2026-06-02T03:52:38.773858+00:00Z,12027858944,11470.66015625,1595.4,46.8,33901.47265625
2026-06-02T03:52:39.774602+00:00Z,12028977152,11471.7265625,1594.8,46.8,33914.328125
2026-06-02T03:52:40.775637+00:00Z,12031107072,11473.7578125,1594.3,46.8,33921.21484375
2026-06-02T03:52:41.776657+00:00Z,12032471040,11475.05859375,1585.3,46.8,33928.3671875
2026-06-02T03:52:42.777653+00:00Z,12033228800,11475.78125,1597.9,46.8,33930.0390625
2026-06-02T03:52:43.778952+00:00Z,12035076096,11477.54296875,1582.5,46.8,33937.35546875
2026-06-02T03:52:44.779591+00:00Z,12037173248,11479.54296875,1597.1,46.8,33932.14453125
2026-06-02T03:52:45.780329+00:00Z,12038561792,11480.8671875,1595.7,46.8,33932.79296875
2026-06-02T03:52:46.781152+00:00Z,12039446528,11481.7109375,1591.8,46.8,33935.21484375
