ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-05-30T00:20:53.168885+00:00Z,10205396992,9732.625,1174.1,35.6,41056.3828125
2026-05-30T00:20:54.170049+00:00Z,10207100928,9734.25,1597.4,35.6,41048.87109375
2026-05-30T00:20:55.170765+00:00Z,10207174656,9734.3203125,1596.7,35.6,41031.34765625
2026-05-30T00:20:56.171667+00:00Z,10207424512,9734.55859375,1598.8,35.6,41051.91796875
2026-05-30T00:20:57.172300+00:00Z,10207424512,9734.55859375,1595.9,35.6,41034.83203125
2026-05-30T00:20:58.173167+00:00Z,10207424512,9734.55859375,1597.7,35.6,41035.8984375
2026-05-30T00:20:59.173991+00:00Z,10207944704,9735.0546875,1597.5,35.6,41057.4453125
2026-05-30T00:21:00.175122+00:00Z,10207948800,9735.05859375,1597.4,35.6,41050.046875
2026-05-30T00:21:01.175723+00:00Z,10207948800,9735.05859375,1598.0,35.5,41105.03125
2026-05-30T00:21:02.176346+00:00Z,10207948800,9735.05859375,1597.0,35.5,41098.1640625
2026-05-30T00:21:03.177208+00:00Z,10207948800,9735.05859375,1596.6,35.5,41109.7265625
2026-05-30T00:21:04.178067+00:00Z,10207952896,9735.0625,1597.5,35.5,41116.015625
2026-05-30T00:21:05.179234+00:00Z,10208530432,9735.61328125,1598.2,35.4,41170.70703125
2026-05-30T00:21:06.181749+00:00Z,10208530432,9735.61328125,1589.7,35.5,41143.27734375
2026-05-30T00:21:07.182838+00:00Z,10208530432,9735.61328125,1597.5,35.4,41168.34375
2026-05-30T00:21:08.183627+00:00Z,10208530432,9735.61328125,1597.7,35.4,41167.6796875
2026-05-30T00:21:09.184515+00:00Z,10208530432,9735.61328125,1598.5,35.4,41179.77734375
2026-05-30T00:21:10.185442+00:00Z,10208530432,9735.61328125,1595.6,35.4,41182.80859375
2026-05-30T00:21:11.186255+00:00Z,10208583680,9735.6640625,1597.9,35.4,41174.765625
2026-05-30T00:21:12.186954+00:00Z,10208583680,9735.6640625,1597.9,35.4,41204.0703125
2026-05-30T00:21:13.187724+00:00Z,10208583680,9735.6640625,1598.6,35.4,41208.703125
2026-05-30T00:21:14.188602+00:00Z,10208583680,9735.6640625,1596.8,35.4,41200.359375
2026-05-30T00:21:15.189333+00:00Z,10208583680,9735.6640625,1595.8,35.4,41209.38671875
