ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-02T05:23:28.921356+00:00Z,13798268928,13159.0546875,618.8,49.9,31928.25
2026-06-02T05:23:29.923496+00:00Z,13798998016,13159.75,1583.5,49.9,31931.43359375
2026-06-02T05:23:30.924208+00:00Z,13799919616,13160.62890625,1590.9,49.9,31933.02734375
2026-06-02T05:23:31.924869+00:00Z,13800771584,13161.44140625,1583.0,49.9,31912.01171875
2026-06-02T05:23:32.925619+00:00Z,13801566208,13162.19921875,1595.8,50.0,31883.98046875
2026-06-02T05:23:33.926308+00:00Z,13801996288,13162.609375,1595.8,50.0,31890.31640625
2026-06-02T05:23:34.927192+00:00Z,13802782720,13163.359375,1592.2,49.9,31906.3828125
2026-06-02T05:23:35.928344+00:00Z,13803298816,13163.8515625,1595.4,49.9,31919.72265625
2026-06-02T05:23:36.929258+00:00Z,13803786240,13164.31640625,1595.7,49.9,31922.484375
2026-06-02T05:23:37.930001+00:00Z,13804347392,13164.8515625,1593.8,50.0,31904.85546875
2026-06-02T05:23:38.930791+00:00Z,13804793856,13165.27734375,1596.7,49.9,31910.2421875
2026-06-02T05:23:39.931559+00:00Z,13805281280,13165.7421875,1595.8,49.9,31914.99609375
2026-06-02T05:23:40.932570+00:00Z,13805740032,13166.1796875,1594.5,49.9,31924.4765625
2026-06-02T05:23:41.933315+00:00Z,13806166016,13166.5859375,1595.8,49.9,31929.25390625
2026-06-02T05:23:42.934902+00:00Z,13807529984,13167.88671875,1596.4,49.9,31933.90625
2026-06-02T05:23:43.936589+00:00Z,13811855360,13172.01171875,1594.4,49.9,31948.55859375
2026-06-02T05:23:44.937335+00:00Z,13814583296,13174.61328125,1594.7,49.9,31966.23828125
2026-06-02T05:23:45.938155+00:00Z,13818232832,13178.09375,1574.7,49.8,31981.46484375
2026-06-02T05:23:46.938904+00:00Z,13819441152,13179.24609375,1521.9,49.8,31991.58984375
2026-06-02T05:23:47.939628+00:00Z,13822910464,13182.5546875,1596.8,49.8,31987.40625
2026-06-02T05:23:48.940342+00:00Z,13826265088,13185.75390625,1596.9,49.8,31992.19140625
2026-06-02T05:23:49.941005+00:00Z,13828657152,13188.03515625,1596.9,49.8,32000.9921875
2026-06-02T05:23:50.941879+00:00Z,13831102464,13190.3671875,1594.7,49.8,32011.04296875
2026-06-02T05:23:51.942558+00:00Z,13831729152,13190.96484375,1595.9,49.8,32023.59765625
2026-06-02T05:23:52.943222+00:00Z,13833732096,13192.875,1595.9,49.8,32017.62890625
2026-06-02T05:23:53.943998+00:00Z,13835628544,13194.68359375,1593.8,49.8,32006.375
2026-06-02T05:23:54.944672+00:00Z,13837737984,13196.6953125,1595.9,49.8,32001.69140625
2026-06-02T05:23:55.945357+00:00Z,13839429632,13198.30859375,1595.9,49.8,31994.8984375
2026-06-02T05:23:56.948202+00:00Z,13840719872,13199.5390625,1595.3,49.8,31998.33203125
2026-06-02T05:23:57.949053+00:00Z,13843509248,13202.19921875,1593.8,49.8,31991.15234375
