ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-03T03:15:31.211748+00:00Z,13798318080,13159.1015625,629.7,46.3,34249.57421875
2026-06-03T03:15:32.214134+00:00Z,13799170048,13159.9140625,1553.5,46.3,34255.953125
2026-06-03T03:15:33.215143+00:00Z,13800054784,13160.7578125,1555.9,46.2,34269.76171875
2026-06-03T03:15:34.215847+00:00Z,13800697856,13161.37109375,1580.8,46.2,34277.8984375
2026-06-03T03:15:35.216784+00:00Z,13801381888,13162.0234375,1583.6,46.2,34284.921875
2026-06-03T03:15:36.217661+00:00Z,13802151936,13162.7578125,1581.5,46.2,34290.6328125
2026-06-03T03:15:37.219278+00:00Z,13802852352,13163.42578125,1588.4,46.2,34285.44140625
2026-06-03T03:15:38.225694+00:00Z,13803372544,13163.921875,1592.7,46.2,34306.04296875
2026-06-03T03:15:39.236315+00:00Z,13803642880,13164.1796875,1588.0,46.1,34338.51171875
2026-06-03T03:15:40.237817+00:00Z,13804290048,13164.796875,1597.8,46.1,34334.57421875
2026-06-03T03:15:41.238557+00:00Z,13804847104,13165.328125,1598.9,46.1,34345.640625
2026-06-03T03:15:42.239253+00:00Z,13805350912,13165.80859375,1597.8,46.4,34158.28125
2026-06-03T03:15:43.239985+00:00Z,13805846528,13166.28125,1596.7,46.4,34191.65234375
2026-06-03T03:15:44.245952+00:00Z,13806387200,13166.796875,1598.4,46.3,34203.734375
2026-06-03T03:15:45.251882+00:00Z,13806714880,13167.109375,1599.1,46.3,34223.93359375
2026-06-03T03:15:46.253045+00:00Z,13809557504,13169.8203125,1598.7,46.3,34250.58203125
2026-06-03T03:15:47.253847+00:00Z,13811138560,13171.328125,1589.8,46.3,34252.1953125
2026-06-03T03:15:48.254587+00:00Z,13813387264,13173.47265625,1570.8,46.2,34292.59375
2026-06-03T03:15:49.255702+00:00Z,13816000512,13175.96484375,1593.3,46.2,34309.796875
2026-06-03T03:15:50.256984+00:00Z,13820133376,13179.90625,1598.0,46.2,34327.50390625
2026-06-03T03:15:51.257712+00:00Z,13822943232,13182.5859375,1598.9,46.1,34338.42578125
2026-06-03T03:15:52.258376+00:00Z,13824585728,13184.15234375,1600.3,46.1,34359.578125
2026-06-03T03:15:53.259604+00:00Z,13827575808,13187.00390625,1597.5,46.1,34349.828125
2026-06-03T03:15:54.260498+00:00Z,13829894144,13189.21484375,1599.6,46.1,34373.9765625
2026-06-03T03:15:55.261638+00:00Z,13831950336,13191.17578125,1599.3,46.1,34377.015625
2026-06-03T03:15:56.262337+00:00Z,13833482240,13192.63671875,1599.9,46.1,34386.64453125
2026-06-03T03:15:57.263109+00:00Z,13835657216,13194.7109375,1599.7,46.0,34408.16015625
2026-06-03T03:15:58.264246+00:00Z,13837000704,13195.9921875,1599.3,46.0,34407.0703125
2026-06-03T03:15:59.265014+00:00Z,13837770752,13196.7265625,1597.8,46.0,34398.24609375
2026-06-03T03:16:00.265886+00:00Z,13839249408,13198.13671875,1599.4,46.0,34398.625
2026-06-03T03:16:01.266895+00:00Z,13841543168,13200.32421875,1599.6,46.0,34399.77734375
2026-06-03T03:16:02.267601+00:00Z,13842153472,13200.90625,1599.9,46.0,34403.8828125
2026-06-03T03:16:03.268318+00:00Z,13843668992,13202.3515625,1598.5,46.0,34401.83984375
2026-06-03T03:16:04.269541+00:00Z,13845352448,13203.95703125,1599.8,46.0,34397.1875
2026-06-03T03:16:05.270658+00:00Z,13847457792,13205.96484375,1598.7,46.1,34377.29296875
2026-06-03T03:16:06.271553+00:00Z,13848813568,13207.2578125,1600.4,46.0,34397.1484375
2026-06-03T03:16:07.272506+00:00Z,13849608192,13208.015625,1599.5,46.0,34393.7109375
2026-06-03T03:16:08.273782+00:00Z,13850705920,13209.0625,1599.0,46.1,34390.84765625
2026-06-03T03:16:09.274649+00:00Z,13851119616,13209.45703125,1598.6,46.1,34385.96875
2026-06-03T03:16:10.275615+00:00Z,13851926528,13210.2265625,1598.2,46.1,34370.56640625
2026-06-03T03:16:11.277128+00:00Z,13853024256,13211.2734375,1601.8,46.1,34381.3515625
2026-06-03T03:16:12.277927+00:00Z,13853908992,13212.1171875,1595.7,46.1,34383.984375
2026-06-03T03:16:13.278757+00:00Z,13854318592,13212.5078125,1599.5,46.1,34385.88671875
2026-06-03T03:16:14.280220+00:00Z,13855248384,13213.39453125,1599.7,46.1,34384.828125
2026-06-03T03:16:15.281113+00:00Z,13855825920,13213.9453125,1600.6,46.0,34448.19140625
2026-06-03T03:16:16.281841+00:00Z,13856894976,13214.96484375,1598.4,46.0,34450.2578125
2026-06-03T03:16:17.282966+00:00Z,13857587200,13215.625,1598.7,46.0,34454.859375
2026-06-03T03:16:18.283672+00:00Z,13858127872,13216.140625,1598.9,46.0,34454.82421875
2026-06-03T03:16:19.284431+00:00Z,13858201600,13216.2109375,1600.8,46.0,34448.2890625
2026-06-03T03:16:20.285152+00:00Z,13859745792,13217.68359375,1598.2,46.0,34447.234375
2026-06-03T03:16:21.286217+00:00Z,13860384768,13218.29296875,1600.9,46.0,34439.64453125
2026-06-03T03:16:22.287095+00:00Z,13861306368,13219.171875,1599.6,46.0,34424.02734375
2026-06-03T03:16:23.287769+00:00Z,13861691392,13219.5390625,1597.9,46.0,34426.1484375
2026-06-03T03:16:24.288518+00:00Z,13862260736,13220.08203125,1599.8,46.0,34417.62890625
2026-06-03T03:16:25.289179+00:00Z,13862780928,13220.578125,1599.9,46.0,34435.82421875
2026-06-03T03:16:26.289835+00:00Z,13863440384,13221.20703125,1598.9,46.0,34431.953125
2026-06-03T03:16:27.290510+00:00Z,13863903232,13221.6484375,1600.0,46.0,34431.02734375
