ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-05-26T09:08:30.799371+00:00Z,2382532608,2272.16015625,100.5,34.9,41506.484375
2026-05-26T09:08:31.882074+00:00Z,2639757312,2517.46875,99.3,35.3,41250.0234375
2026-05-26T09:08:32.908182+00:00Z,2886385664,2752.671875,100.5,35.6,41022.6875
2026-05-26T09:08:33.989195+00:00Z,3139710976,2994.26171875,101.2,36.1,40709.2734375
2026-05-26T09:08:35.080484+00:00Z,3397156864,3239.78125,98.9,36.5,40488.36328125
2026-05-26T09:08:36.151154+00:00Z,3479973888,3318.76171875,100.5,36.6,40415.8671875
2026-05-26T09:08:37.229228+00:00Z,3723579392,3551.08203125,99.7,37.0,40153.18359375
2026-05-26T09:08:38.313324+00:00Z,3969699840,3785.80078125,100.4,37.4,39908.42578125
2026-05-26T09:08:39.394963+00:00Z,4214853632,4019.59765625,99.0,37.8,39670.2890625
2026-05-26T09:08:40.498934+00:00Z,4449320960,4243.203125,100.3,38.1,39471.046875
2026-05-26T09:08:41.576777+00:00Z,4669952000,4453.61328125,100.3,38.4,39253.09375
2026-05-26T09:08:42.649622+00:00Z,4907507712,4680.1640625,99.9,38.8,39004.69140625
2026-05-26T09:08:43.687147+00:00Z,5114564608,4877.62890625,99.3,39.1,38795.34765625
2026-05-26T09:08:44.768235+00:00Z,5327884288,5081.06640625,100.4,39.5,38592.33984375
2026-05-26T09:08:45.828113+00:00Z,5554384896,5297.07421875,99.3,39.8,38386.765625
2026-05-26T09:08:46.918344+00:00Z,5769691136,5502.40625,100.6,40.4,37996.81640625
2026-05-26T09:08:48.290470+00:00Z,5846736896,5575.8828125,99.8,40.4,37975.32421875
2026-05-26T09:08:49.344537+00:00Z,6039117824,5759.3515625,100.1,40.7,37774.38671875
2026-05-26T09:08:50.424395+00:00Z,6253195264,5963.51171875,100.0,41.1,37568.01953125
2026-05-26T09:08:51.507723+00:00Z,6452826112,6153.89453125,99.7,41.4,37363.49609375
2026-05-26T09:08:52.563990+00:00Z,6624149504,6317.28125,100.1,41.6,37200.54296875
2026-05-26T09:08:53.619974+00:00Z,6801559552,6486.47265625,99.3,41.9,37009.28515625
2026-05-26T09:08:54.651310+00:00Z,6982496256,6659.02734375,101.8,42.2,36837.7890625
