ts,rss_bytes,rss_mb,proc_cpu_percent,system_mem_percent,system_mem_available_mb
2026-06-14T07:29:39.632694+00:00Z,2238353408,2134.66015625,99.4,75.4,15656.38671875
2026-06-14T07:29:40.689965+00:00Z,2307268608,2200.3828125,99.3,75.6,15570.30859375
2026-06-14T07:29:41.700989+00:00Z,2384814080,2274.3359375,99.9,75.7,15482.68359375
2026-06-14T07:29:42.722741+00:00Z,2462466048,2348.390625,99.3,75.8,15415.72265625
2026-06-14T07:29:43.743523+00:00Z,2538430464,2420.8359375,99.9,75.9,15357.421875
2026-06-14T07:29:44.764942+00:00Z,2615906304,2494.72265625,101.4,76.0,15287.10546875
2026-06-14T07:29:45.771020+00:00Z,2691964928,2567.2578125,99.9,76.1,15219.7890625
2026-06-14T07:29:46.833394+00:00Z,2769944576,2641.625,99.8,76.3,15128.2421875
2026-06-14T07:29:47.906339+00:00Z,2852315136,2720.1796875,99.3,76.4,15041.046875
2026-06-14T07:29:48.936161+00:00Z,2929135616,2793.44140625,100.5,76.5,14972.38671875
2026-06-14T07:29:50.012560+00:00Z,3011883008,2872.35546875,100.8,76.7,14878.58203125
2026-06-14T07:29:51.871819+00:00Z,3022278656,2882.26953125,99.8,76.8,14804.33984375
2026-06-14T07:29:52.882340+00:00Z,3088936960,2945.83984375,99.4,76.9,14728.71875
2026-06-14T07:29:53.898624+00:00Z,3165843456,3019.18359375,100.4,77.0,14640.46484375
2026-06-14T07:29:54.936661+00:00Z,3243532288,3093.2734375,99.2,77.2,14565.2265625
2026-06-14T07:29:55.974307+00:00Z,3322892288,3168.95703125,101.2,76.9,14705.375
2026-06-14T07:29:57.000624+00:00Z,3392761856,3235.58984375,99.4,77.1,14571.21484375
2026-06-14T07:29:58.015914+00:00Z,3453628416,3293.63671875,100.0,76.8,14813.7421875
2026-06-14T07:29:59.068931+00:00Z,3527139328,3363.7421875,100.7,76.9,14727.828125
2026-06-14T07:30:00.105774+00:00Z,3606749184,3439.6640625,99.3,77.0,14637.203125
2026-06-14T07:30:01.121999+00:00Z,3681226752,3510.69140625,100.4,77.1,14604.90234375
2026-06-14T07:30:02.160739+00:00Z,3754647552,3580.7109375,99.5,77.2,14509.078125
2026-06-14T07:30:03.168793+00:00Z,3826032640,3648.7890625,100.8,77.3,14466.328125
2026-06-14T07:30:04.211907+00:00Z,3898019840,3717.44140625,98.8,77.4,14417.2265625
2026-06-14T07:30:05.233276+00:00Z,3970998272,3787.0390625,100.8,77.5,14361.15234375
2026-06-14T07:30:06.264871+00:00Z,4044177408,3856.828125,99.8,77.7,14229.171875
2026-06-14T07:30:07.306623+00:00Z,4119842816,3928.98828125,99.4,77.8,14177.31640625
2026-06-14T07:30:08.307422+00:00Z,4190085120,3995.9765625,100.9,77.9,14084.62890625
2026-06-14T07:30:09.308228+00:00Z,4260982784,4063.58984375,99.9,76.9,14746.62890625
2026-06-14T07:30:10.314247+00:00Z,4334141440,4133.359375,99.7,77.1,14628.31640625
2026-06-14T07:30:11.338676+00:00Z,4406124544,4202.0078125,99.9,76.8,14759.15234375
2026-06-14T07:30:12.359567+00:00Z,4474810368,4267.51171875,100.3,77.0,14685.3359375
2026-06-14T07:30:13.378364+00:00Z,4544544768,4334.015625,100.1,77.2,14518.796875
2026-06-14T07:30:16.113779+00:00Z,4566540288,4354.9921875,100.3,77.3,14463.1953125
2026-06-14T07:30:17.146106+00:00Z,4631879680,4417.3046875,99.8,77.4,14407.34375
2026-06-14T07:30:18.192782+00:00Z,4705210368,4487.23828125,98.8,77.4,14394.32421875
2026-06-14T07:30:19.201244+00:00Z,4778037248,4556.69140625,100.9,77.5,14336.40625
2026-06-14T07:30:20.223266+00:00Z,4848193536,4623.59765625,100.1,77.6,14271.75390625
2026-06-14T07:30:21.241752+00:00Z,4916260864,4688.51171875,100.2,77.7,14187.75
2026-06-14T07:30:22.250883+00:00Z,4982521856,4751.703125,99.0,78.1,13992.80859375
